Tourist Attraction,Name,Rating,Date and criteria,Title,Review,Compound Sentiment,Normalised Sentiment
Birla_Mandir_Temple,Dr Sandesh Kedia,3.0 of 5 bubbles,Dec 2019 • Couples,Superb temple,Its a superb temple. You can save some time by avoiding to visit the personal family museums of the Birla family.,0.7096,5
Birla_Mandir_Temple,abrahamsuji,4.0 of 5 bubbles,Jan 2020 • Family,Divine ambience,Easy access. Must enjoy the divine ambience. Awesome construction. Well maintained. Ideal for family bonding. ,0.9601,5
Birla_Mandir_Temple,mgaurav7,5.0 of 5 bubbles,Jan 2020 • Family,Visit to Jaipur,Just another one of the best places to visit in Jaipur.Beautiful temple of radha krishna.Recommended visit at night,0.6369,5
Birla_Mandir_Temple,Kilroy_Mariner,3.0 of 5 bubbles,Dec 2019 • Friends,Protests / Restrictions,"Bss reviews and suggestions.Birla Temple is a must visit.There was civil unrest /protests in the area around Birla temple, leading to traffic restrictions.Hence, we had to abort visit to temple.",0.0,3
Birla_Mandir_Temple,WorldTravellerSoon,4.0 of 5 bubbles,Dec 2019,Beautiful marble temple,"When we came to Jaipur, we saw this temple at night. It was beautiful with different colour lights shining on the building. In the morning we left Jaipur, our tour guide decided to take us to this temple before we headed to Agra.The temple is built with white marble, on a very large piece of land.  The temple itself is quite small but beautiful.  The inside of the temple is empty, with a shrine.  There are windows made of stained glass.  You have to take off your shoes when you go inside the temple.  Except the outside of the temple which is very nice, there is not much to seeThere is a washroom in the property and you have to walk quite a distance from the temple.",0.8943,5
Birla_Mandir_Temple,traveling lover,5.0 of 5 bubbles,Dec 2019 • Family,Temple of marble,"It occum white marbled temple with a small garden it look gorgeous in sunlight ,it has parking space .good for photography also",0.7845,5
Birla_Mandir_Temple,Sreekumar,5.0 of 5 bubbles,Dec 2019 • Family,Cool Visit ,"It was a windy, cold morning of December 2019.Krishana and lakshmi in standing position. Photos are not allowed inside. ",0.0,3
Birla_Mandir_Temple,Vaidehi J,4.0 of 5 bubbles,Nov 2019,Night visit,The temple is worth watching in late evening/night when lights are ON. It is clean with nice surrounding. Small food joints are available in the surrounding. Security is also there.,0.8316,5
Birla_Mandir_Temple,Shobha,5.0 of 5 bubbles,Nov 2019 • Family,Well maintained,Temple is well maintained and clean . It’s a temple of Laxmiji and Narayanji . Felt positive vibes inside the temple . Temple is really very very good,0.9029,5
Birla_Mandir_Temple,Milita,3.0 of 5 bubbles,Dec 2019 • Friends,Clean small temple,A nice view to see on the way. Nothing too special. It has signs to stay silent and not to take pictures. But it is very loud and everyone is clicking selfies.,0.0698,3
Birla_Mandir_Temple,prasanna n,5.0 of 5 bubbles,Dec 2019,architectural marvel !!,beautifully maintained temple with some clean gardens and walkways. Ideal place to spend a quiet evening.,0.8689,5
Birla_Mandir_Temple,Pintya,4.0 of 5 bubbles,Nov 2019,Well maintained,This is the temple of Lakshmi Narayan crafted in white marble. The campus is huge with garden in surrouding. Ample parking spaceis available.,0.3182,4
Birla_Mandir_Temple,Averyl78,5.0 of 5 bubbles,Sep 2019 • Family,Serenity defines this beautiful place,What I love about the Birla Mandir is how beautifully the white temple us maintained and how common the architecture is to all the Birla Mandirs.  This temple is located in a busy place however when you enter the temple you can sense calmness. They also have a museum below the temple that carries years of rich legacy.,0.9349,5
Birla_Mandir_Temple,Samir S,4.0 of 5 bubbles,Dec 2019,"Birla Mandir Temple , Jaipur - architectural beauty","Birla Temple Jaipur, also known as Lakshmi Narayan Temple, and is situated below the Moti Dungri Fort in Jaipur. Dedicated to Lord Vishnu and Goddess Lakshmi .  It is one of the landmark of Jaipur. Built in pure white marble. Inside this magnificent shrine, beautifully sculpted idols of Lord Vishnu and Goddess Lakshmi, as well as other Hindu Gods and Goddesses, can be seen.  A work of art, this temple truly represents architectural beauty, in a modern form.B.M Birla Foundation, built this temple in the year 1988.The best time to visit this temple is between the months of October to March. ""'Janmashtami"" , a hindu festival is celebrated with great joy and enthusiasm.Birla Temple complex incorporates a  museum that displays the ancestral possessions of the Birla family.",0.9908,5
Birla_Mandir_Temple,avinashjagnani,5.0 of 5 bubbles,Dec 2019 • Family,Beautiful Birla Mandir ,"This temple is dedicated to God Laxmi Narayan and has been built by the Birla family.Made with pure white marble, this temple located inside the Jaipur city looks fantastic. Reccomended time to visit is at evening as lighting effect makes it look mesmerizing.Must visit place at jaipur ",0.8271,5
Birla_Mandir_Temple,Arvind,4.0 of 5 bubbles,Dec 2019 • Solo,Very spiritual place,The garden and premises are very well maintained. There are carvings of various scenes from Mahabharata around the alter carved in marble which are perfect.,0.7264,5
Birla_Mandir_Temple,NachiketKelkar,4.0 of 5 bubbles,Nov 2019,Huge campus,"just like other birla mandir, the place having a huge campus. there was lot of crowd during our visit.",0.5859,5
Birla_Mandir_Temple,PKfamily,4.0 of 5 bubbles,Nov 2019,Beautiful temple,You don't need long to visit the temple but it is worth visiting. Beautiful white marble building inside and outside.,0.8271,5
Birla_Mandir_Temple,SreejooSree,4.0 of 5 bubbles,Nov 2019 • Friends,Marble Art ,"I have started my city touring from here, and it's a nice place to roam around, and there is a garden where v can spend sometime, temple near to this only opens in sivaratri festival",0.7184,5
Birla_Mandir_Temple,Shutterbug_Iyer,4.0 of 5 bubbles,Nov 2019,Good for a quick tour,"Even if you are not spiritually inclined, a visit to the Birla Mandir is a must. It takes less than half an hour to visit this temple on a small hillock. The architecture, garden and the view are worth the effort. The temple is well maintained and one can have peaceful darshan of Lord Lakshminarayana and meditate in the serene interiors. Cameras are not allowed inside, but one can have good photo ops outside. In the night the temple is lit and gives more photo opportunities from outside.",0.9147,5
Birla_Mandir_Temple,Seaside692496,5.0 of 5 bubbles,Nov 2019,Part of golden triangle,"Betiful Temle, an example of tolerance and respect for different religions. Precision ornaments and marble details.",0.6486,5
Birla_Mandir_Temple,WhiteMouseBurrow,5.0 of 5 bubbles,Jan 2019,White Marble Temple,"The white marble temple, which is worth seeing, will not take much time. It looks especially good in the sun ...",0.624,5
Birla_Mandir_Temple,MULTIWEAVE,5.0 of 5 bubbles,Nov 2019,Serene and Divine well maintained temple,Shree Krishna temple with a variety of deities. Serene and peaceful place visited early in the morning. The Aarti followed by darshan is an excellent way to start the day.,0.872,5
Birla_Mandir_Temple,juvlemm,4.0 of 5 bubbles,Nov 2019,Laxmi Narayan Temple,This is Laxmi Narayan Temple made by Birlas. It is well maintained. Surrounding is also nice for roaming. No fee for visiting. ,0.4019,4
Birla_Mandir_Temple,Chetan Shroff,4.0 of 5 bubbles,Oct 2019,Big marbel temple,"Birla temple is like any other Birla temple in India. It is made in marbel with carvings. It is Laxmi Narayan temple and lord Vishnu is the main deity. After sightseeing of the day, you can visit in the evening in the blissful environment.",0.7506,5
Birla_Mandir_Temple,PHOOL49,5.0 of 5 bubbles,Nov 2019,Birla Temple- A beauty in itself,A temple very neat & clean made of white marble. A  very famous temple and a highly regarded pilgrimage for the Hindus. The temple is surrounded by lush green gardens on all sides and is a treat for the eyes. A must visit.,0.839,5
Birla_Mandir_Temple,martindavies1234,5.0 of 5 bubbles,Oct 2019,amazing beacon,"The Birla Mandir Temple is on a big busy road and stand out like a white bacon, its underneath a fort on a hill above, its made of white marble and the achitecture is amazing, its free to visit and you can take pictures from the outside,you can enter having removed your shoes, definitely worth taking a look. There are a few shops on you way back to the road, allso worth a look, allsoo the is transport near by so you will not be stranded.",0.9337,5
Birla_Mandir_Temple,swati,4.0 of 5 bubbles,Oct 2019,Is a Must Visit!!,The grand temple is located on an elevated ground at the base of Moti Dungari hill in Rajasthan. The temple is sometimes also referred to as the Laxmi Narayan Temple.,0.4588,4
Birla_Mandir_Temple,MaggieMayVancouver,5.0 of 5 bubbles,Oct 2019 • Friends,Must stop and visit. ,This was our best site to visit in Jaipur. Free to visit the Temple.  You can check your shoes for one rupee. We timed it perfectly as we witnessed a Hindu ceremony and were sprinkled with holy water. We were the only non-Indians there. Expect to be included in selfies and pictures if you are not Indian,0.9136,5
Birla_Mandir_Temple,ChiragWelekar,5.0 of 5 bubbles,Oct 2019 • Family,White Beauty,Birla Mandir is a very famous temple and a highly-regarded pilgrimage for the Hindus. Birla Mandir in Jaipur is a marvellous structure that speaks of beauty in every possible way. Built of marble this beautiful temple is visited by thousands of devotees every day. This temple is surrounded by lush gardens on all sides and is a treat for the eyes to see such colourful flowers all in one place. The temple has three domes and has beautiful drawings and carvings all around. The walls are covered with quotes and sayings from well-known preachers and holy men. This temple is different from other temples and believes in equality of all religions and the domes are meant to signify that. Birla Mandir is a landmark in Jaipur and a must visit destination for every visitor. The walls of this temple have a lot to offer to the people who believe in mythology and the preaching of our wise ancestors.,0.9668,5
Birla_Mandir_Temple,amitwanderer,5.0 of 5 bubbles,Feb 2017 • Family,Birla mandir,As with all Girls temples it was gorgeous and very beautiful. Clean with good parking space drinking water and with no interference is a must visit for HINDU families and Tourists alike,0.9165,5
Birla_Mandir_Temple,S C Mishra,5.0 of 5 bubbles,Oct 2019 • Couples,Visit to the Mandir,The visit to the Mandir was nice. The marble sculpture of the temple is nice.The Laxmi-Narain idol inside the Mandiris nice to worship.The Mandir is a good tourist place.,0.8176,5
Birla_Mandir_Temple,Juliet James,5.0 of 5 bubbles,Oct 2019,Beautiful place,"Jaipur city known for its jewels, precious and semiprecious stones, palaces,This Temple is made of pure Marble, extremely beautiful Enjoy the Street food under one Roof at Masala chowk.Albert Hall, a museum decorated with colourful lights at nights.Place worth visiting in India.Good place for shopping handicrafts.",0.9457,5
Birla_Mandir_Temple,Nutan B,4.0 of 5 bubbles,Oct 2019,Beautiful temple,"Birla mandir is a beautiful place, made of marble! Outstanding architecture on the outskirts of Jaipur. No crowds, you can spend a lot of time looking at the intricate details of the temple. Very organised and free to get in😊",0.9033,5
Birla_Mandir_Temple,henriquedamato,5.0 of 5 bubbles,Oct 2019 • Couples,Recommend,"Best temple I visited in India and one of the best attractions in Jaipur. Free to get in, organized and beatiful.",0.9382,5
Birla_Mandir_Temple,John Marsh,4.0 of 5 bubbles,Oct 2019,Beautiful temple,Birla mandir is a tranquil place and full of marble sculpture. Some of them are so intricate that they look really.,0.3218,4
Birla_Mandir_Temple,Dryhillkate,4.0 of 5 bubbles,Oct 2019 • Friends,Beautiful building ,Outstanding temple on the outskirts of the city.  Set in gardens.  Overlooking the city.  Popular destination for both tourists and locals.  Nice place to take a little time out. ,0.8625,5
Birla_Mandir_Temple,prasanthshenoy,5.0 of 5 bubbles,Oct 2019 • Family,Soothing place,It's a soothing place and good to visit. Well maintained and worth a visit along with the nearby Ganesh & Durga Mandir. In the heart of the city.,0.802,5
Birla_Mandir_Temple,Amit K,5.0 of 5 bubbles,Oct 2019 • Family,Good serene place to spend your time,Please do visit to enjoy the white marble temple during your of Jaipur city. Recommended for visit in evening as it is  closed till 3:00 PM during lunch time.,0.743,5
Birla_Mandir_Temple,beadfreak,5.0 of 5 bubbles,Oct 2019,What an amazing Temple,We went there in the afternoon and it is the best Hindu temple I have ever visited. Gorgeous inside and out. My friends went there at sunset and they said it was outstanding.,0.946,5
Birla_Mandir_Temple,Pooja S,5.0 of 5 bubbles,Oct 2019 • Family,Radha Krishna Temple,This temple is a beautiful white marble structure. There is a lot of place outside of the main temple to sit and enjoy the breeze and see the traffic passing by  ,0.7964,5
Birla_Mandir_Temple,Ankit,5.0 of 5 bubbles,Oct 2019 • Family,Beautiful place,I went to Birla Mandir with my family when we visited Jaipur. it is fully made of white marble. it's very nice ,0.4754,4
Birla_Mandir_Temple,carleton23,4.0 of 5 bubbles,Sep 2019,Gleaming white,"A modern Hindu temple built of marble and recognising all religions, set on a small hill away from the city traffic. It is gleaming white and clean and the interior has stained glass windows and reliefs of different gods. It is a popular place to come for good luck.",0.9136,5
Birla_Mandir_Temple,oshylu,4.0 of 5 bubbles,Oct 2019 • Solo,One of the best in all Birla Mandir .. evening is the food time to visit ,As usual Birala Mandir.. but out of the all this is the  good one and famous too.. evening is the best time to visit .. looks nice ,0.9366,5
Birla_Mandir_Temple,Valisa,5.0 of 5 bubbles,Nov 2018 • Family,Beautiful temple,It's was nice visit to Birla mandir.  Such a peaceful and beautiful mandir.  Don't miss this place.  You will love this..  It's crowded but worth visiting,0.8632,5
Birla_Mandir_Temple,MAYANK,5.0 of 5 bubbles,Aug 2019 • Family,The essence of Love ,"There is some kind of love in the white marbles!! The moment you reach this place, you will feel like being in a different world all together!! A beautiful place to just sit in there there and enjoy the breeze coming from the gushy hill tops surrounding the birla temple!! ",0.9588,5
Birla_Mandir_Temple,Pouya S,3.0 of 5 bubbles,Oct 2019 • Friends,Nice Shiva temple,Nice and different Shiva tempels with glass windows that show nice pictures of Hindu gods. Different than most Hindu temples that are fully made of stone.,0.6808,5
Birla_Mandir_Temple,Jacqueline D,5.0 of 5 bubbles,Oct 2019 • Solo,Beautiful Marble Temple,"The temple looks beautiful from the road, so I had my driver stop.  There is a place to leave your shoes for 1 rupee.  No photography inside the temple grounds (although a lot of people ignored this rule).  It was peaceful and lovely to sit in the temple.  Definitely worth a visit. ",0.8625,5
Birla_Mandir_Temple,radhika,5.0 of 5 bubbles,Sep 2019 • Couples,"Slritual place,","If u are looking for a peaceful place this is best for you,really amazing ,I would like to rece3mond it ",0.9287,5
Birla_Mandir_Temple,Ashita,5.0 of 5 bubbles,Nov 2018 • Friends,White Temple of Jaipur,"It is also known as the white temple. I have visited alot of temples around the country. But this temple has some uniqueness. The architecture is beautiful, for every detail in it.Travel Tip: Check the temple timings before visiting. Photography is not allowed inside the temple. ",0.7469,5
Birla_Mandir_Temple,Sanjay Shaandilyaa,5.0 of 5 bubbles,Sep 2019 • Friends,White Marble Birla Mandir Jaipur,This is one of the top 10 place to visit in Jaipur. The example of Art & craft.. Close 1pm to 3pm so keep a time yourself.,0.2023,4
Birla_Mandir_Temple,Tanvi,5.0 of 5 bubbles,Jul 2019 • Family,Temple is fabulous,"I visited here with my family . Found so much peace and happiness here . It's a most visit Lakshmi Narayan temple.  There are several rules like we can't take selfie but it's ok , every place has some rules and regulations . But the temple is beautiful so if u visit Jaipur visit here .",0.9272,5
Birla_Mandir_Temple,deadly_DJ,5.0 of 5 bubbles,Jul 2019 • Family,Quiet peaceful place in hustle bustle of city.,This is a must visit place in Jaipur if you seeking for peace and solace(though it gets crowdy but still). This is made of white marble and located in main city. The temple complex has it's parking and you can hear peacock sounds and even see few(we saw 4) in hill behind temple complex. It is advisable to visit in morning or evening as in day it gets hot.,0.3071,4
Birla_Mandir_Temple,nages sri,2.0 of 5 bubbles,Aug 2019,Bad service,The temple looks beautifull . But too much of rules and regulations which can spoil travallers mood. Even cannot take pictures at the temple. ,0.0,3
Birla_Mandir_Temple,srine24rao,3.0 of 5 bubbles,Aug 2019 • Couples,Nice ,"Beautiful temple. But the attitude of staffs in temple leaves bad impression. Temple with too many restrictions . (From my observation) - cannot take picture (even outside the temple)- cannot lean on the wall- cannot touch the wall inside the temple- cannot use the water apart of drinkingIf u do, the policeman/guard? will shout at you in front of everyone. End up, u would not feel the peacefulness and the serenity of temple. Not recommended. -may be just a one time visit- ",-0.7326,1
Birla_Mandir_Temple,Mayur Sharma,5.0 of 5 bubbles,Aug 2019 • Solo,Beautiful Temple amidst of Jaipur city,"One of the must sightseeing places in jaipur trip. Easy to reach here via cab or any other transportation as well. Beautiful architecture, soulful rhythm of aarti in morning & evening and surrounding area adds a good reason to visit this temple.  ",0.8979,5
Birla_Mandir_Temple,Jeffster89,3.0 of 5 bubbles,Jul 2019 • Couples,"Beautiful, Serene, Clean, no q's",It's an architectural marvel. Absolutely beautiful. Simple and clean. Beautiful depictions of the Mahabharata and Ramayana on the walls.,0.9273,5
Birla_Mandir_Temple,Bela,5.0 of 5 bubbles,Aug 2019,Majestic ,White structure Looks imposing Easily accessible Very hot during daytime Early morning beautiful On main road only,0.7096,5
Birla_Mandir_Temple,Baby  K,5.0 of 5 bubbles,Aug 2019 • Friends,culture ,Nice place you believe  that you got relaxed after coming here ..nothing much but it was really peaceful ,0.8289,5
Birla_Mandir_Temple,Amit Parashar,4.0 of 5 bubbles,Sep 2018 • Family,Good Architecture,Nice Architecture and Peaceful place.  Very good cleanliness. Good arrangement for visitors. Good for taking pictures.,0.9384,5
Birla_Mandir_Temple,DeshDuniya,5.0 of 5 bubbles,Jul 2019 • Family,Mesmerizing view and finest architecture,One of the Finest example of beauty at it best. As usual there is no words to describe the beauty of this place. Birla ji has made me speechless. One the best place to spend time with Peace.,0.9601,5
Birla_Mandir_Temple,Ashoksingh121,5.0 of 5 bubbles,Jun 2019 • Solo,Must visit ,A beautiful  mandir with white marble  and so pleasent  and peaceful.  Must visit whenever  you ll be coming to jaipur or passing by....,0.8107,5
Birla_Mandir_Temple,Wifi,5.0 of 5 bubbles,Dec 2018 • Couples,Beautiful Temple,"visited here with my family members, Temple's building was decorated very well with beautiful lights. We saw here beatiful place and other temple.We feeled here like charm and is fine and very good as we expected.Temple's pujari behavior also too much good, he gave us delicious prasad.Really enjoyable & Memorable Temle.You should visit here once.We prayed here for happy & healthy life.",0.9848,5
Birla_Mandir_Temple,REVIEWS,5.0 of 5 bubbles,May 2019 • Friends,Nice temple,Birla temple is a veryyy nice temple in jaipur.hindu temple. My friends and I enjoyed . Visitors were there.peace temple.,0.8481,5
EleSafari-Amer,Gregory F,5.0 of 5 bubbles,Feb 2023 • Couples,An amazing experience,"This was certainly a highlight of our time in India. I absolutely recommend EleSafari. My girlfriend and I went alone but im sure our kids would love it too. Being able to hang out and feed the elephants, paint them, and just go for a walk is something we'll never forget. On top of that, everyone that works there was amazing. They even helped by talking to my driver and sending gps coordinates so we could be certain we were at the right place.Dont be thrown off when you drive to the area or enter the gates. Its definitely not a luxury area but the staff are very upfront about that. Once you are at the property, it is well kept and everyone is friendly. They were also super responsive on whatsapp.Bit of advice, be careful when you enter the main gate from the road. Everyone wants the next tourist to go to their part so be sure to follow the staff from here and not a random guy. ",0.9925,5
EleSafari-Amer,Sabi,5.0 of 5 bubbles,Feb 2023 • Couples,Unforgettable Memories,Superb experience of my life. Amazing place where you can experience something beyond imagination. We booked full package .we enjoyed lot. staff and owner were very co operative. Visit at leat one time ,0.9042,5
EleSafari-Amer,Aliya khan,5.0 of 5 bubbles,Jan 2023 • Couples,Elesafari experience 2023 - A different experience.,"I was recommended Elesafari by my cousin from UAE who had visited in 2019.Since then I have always wanted to visit Jaipur and see to experience Elesafari by myself and as the restrictions has been eased now, I wasted no time and planned my journey with my husband to Jaipur.Elesafari was a fantastic and a new experience for me. At first I was scared to go near  the Elephant but after seeing how well behaved and well trained the giant jumbo elephant is when I started interacting with it and started playing with the giant lovely Elephant whose name was Tara. The elephant(Tara) was very well behaved and has been well trained by is care taker. I fed Tara sugarcane and a bunch of bananas which she happily ate with a smiling also fed some water and also had fun in the drawing task. The staff there is very kind and the my volunteer Mr Yunus was kind enough to tolerate my all nonsensical questions.At the end we took a ride on the elephant to enjoy the place.The elephants are well trained.I would highly recommend to all the people who are visiting Jaipur or India should add this in your itinerary. ",0.9956,5
EleSafari-Amer,ILU_EleSafari,5.0 of 5 bubbles,Feb 2023 • Family,Wonderful Place💕,"Namaste Aliya K

Greetings from EleSafari!

Thank you for your positive comments. I greatly appreciate that you took the time to write such a positive review. I am glad to hear that you enjoyed your time at our park as your satisfaction is our main priority. It was a pleasure to have you as our guest. We hope to see you again soon.

Thank you again!
Best Regards,
ILU
",0.9921,5
EleSafari-Amer,Sani,5.0 of 5 bubbles,Jan 2023 • Friends,Superbbb experience ,"Namaste Aliya K

Greetings from EleSafari!

Thank you for your positive comments. I greatly appreciate that you took the time to write such a positive review. I am glad to hear that you enjoyed your time at our park as your satisfaction is our main priority. It was a pleasure to have you as our guest. We hope to see you again soon.

Thank you again!
Best Regards,
ILU
",0.9921,5
EleSafari-Amer,ILU_EleSafari,5.0 of 5 bubbles,Jan 2023 • Friends,An amazing combination of ethical wildlife experience and historical Jaipur tour,Fantastic place to visit. We got to spend time with elephants.Amazing time spent with my familyWonderful place to visit.,0.5574,5
EleSafari-Amer,Anderson_Mike,5.0 of 5 bubbles,Jan 2023 • Friends,Elesafari is the best activity for elephants lovers,"Namaste Saniya A

Greetings from EleSafari!

Thank you for your positive comments. I greatly appreciate that you took the time to write such a positive review. I am glad to hear that you enjoyed your time at our park as your satisfaction is our main priority. It was a pleasure to have you as our guest. We hope to see you again soon.

Thank you again!
Best Regards,
ILU
",0.9921,5
EleSafari-Amer,ILU_EleSafari,5.0 of 5 bubbles,Jan 2023 • Friends,Amazing pink city tour and awesome elephant interaction program with elesafari!,"Namaste Saniya A

Greetings from EleSafari!

Thank you for your positive comments. I greatly appreciate that you took the time to write such a positive review. I am glad to hear that you enjoyed your time at our park as your satisfaction is our main priority. It was a pleasure to have you as our guest. We hope to see you again soon.

Thank you again!
Best Regards,
ILU
",0.9921,5
EleSafari-Amer,Sebastin_James,5.0 of 5 bubbles,Jan 2023 • Friends,Elesafari is exceptional ,An amazing afternoon spent with the elephants Tara and Payal. So special to be close to them. The staff was very helpful and the pick up was on time.,0.8716,5
EleSafari-Amer,ILU_EleSafari,5.0 of 5 bubbles,Jan 2023 • Couples,Amazing time with elephants 🐘,"Namaste Azhar A

Greetings from EleSafari!

Thank you for your positive comments. I greatly appreciate that you took the time to write such a positive review. I am glad to hear that you enjoyed your time at our park as your satisfaction is our main priority. It was a pleasure to have you as our guest. We hope to see you again soon.

Thank you again!
Best Regards,
ILU
",0.9921,5
EleSafari-Amer,Aman K,,,,"Namaste Azhar A

Greetings from EleSafari!

Thank you for your positive comments. I greatly appreciate that you took the time to write such a positive review. I am glad to hear that you enjoyed your time at our park as your satisfaction is our main priority. It was a pleasure to have you as our guest. We hope to see you again soon.

Thank you again!
Best Regards,
ILU
",0.9921,5
EleSafari-Amer,ILU_EleSafari,,,,"A magical experience with the elephants. Ilu and his entire team is simply the best and their hospitality is to class. Ilu is very safe rive and informative right from the first email till the time we left the farm. While booking we were a bit concerned but once Ilu explained us how they are working towards the welfare of the elephants and their mahouts we were totally relieved. The next 2-3 hours were spent very close the the elephants pampering, feeding, painting using organic colours, washing and taking them for a walk. There was no minor sign of cruelty and the elephants looked quite healthy.We also booked a day tour of Jaipur to witness the historical and popular monuments along with the elephants. Very well organised itinerary and seamless experience. The knowledge and insights shared about each site was exceptional.",0.9673,5
EleSafari-Amer,RizzieK,,,,"Namaste Discover25608998774

Greetings from EleSafari!

Thank you for your positive comments. I greatly appreciate that you took the time to write such a positive review. I am glad to hear that you enjoyed your time at our park as your satisfaction is our main priority. It was a pleasure to have you as our guest. We hope to see you again soon.

Thank you again!
Best Regards,
ILU
",0.9921,5
EleSafari-Amer,ILU_EleSafari,,,,"Namaste Discover25608998774

Greetings from EleSafari!

Thank you for your positive comments. I greatly appreciate that you took the time to write such a positive review. I am glad to hear that you enjoyed your time at our park as your satisfaction is our main priority. It was a pleasure to have you as our guest. We hope to see you again soon.

Thank you again!
Best Regards,
ILU
",0.9921,5
EleSafari-Amer,RogerFedriq,,,,What an amazing day it was with the beautiful elephants of elesafari. We enjoyed like kids and learned so many facts about the elephants.A must to do activity ,0.926,5
EleSafari-Amer,ILU_EleSafari,,,,"Namaste Aman K

Greetings from EleSafari!

Thank you for your positive comments. I greatly appreciate that you took the time to write such a positive review. I am glad to hear that you enjoyed your time at our park as your satisfaction is our main priority. It was a pleasure to have you as our guest. We hope to see you again soon.

Thank you again!
Best Regards,
ILU
",0.9921,5
EleSafari-Amer,Oliwia,,,,"Namaste Aman K

Greetings from EleSafari!

Thank you for your positive comments. I greatly appreciate that you took the time to write such a positive review. I am glad to hear that you enjoyed your time at our park as your satisfaction is our main priority. It was a pleasure to have you as our guest. We hope to see you again soon.

Thank you again!
Best Regards,
ILU
",0.9921,5
EleSafari-Amer,ILU_EleSafari,,,,"What can I say more about this amazing place as there are already plenty of excellent words but still I'd love to add.If you are looking for a place to have an ethical experience with the elephants then trust me, book elesafari without any second thought. Their elephant interaction program gives you a unique chance to be so close and personal with the elephants. Also their team is super duper friendly who makes sure that you enjoy every moment at the farm. We also did a sightseeing tour along with the elephant interaction program which indeed saved a lot of time and most importantly money. I suggest you guys to book the experience with a day tour as we did which will definitely be a great option.",0.9957,5
,,,,,"Namaste Odyssey57477171001

Greetings from EleSafari!

Thank you for your positive comments. I greatly appreciate that you took the time to write such a positive review. I am glad to hear that you enjoyed your time at our park as your satisfaction is our main priority. It was a pleasure to have you as our guest. We hope to see you again soon.

Thank you again!
Best Regards,
ILU
",0.9921,5
,,,,,"Namaste Odyssey57477171001

Greetings from EleSafari!

Thank you for your positive comments. I greatly appreciate that you took the time to write such a positive review. I am glad to hear that you enjoyed your time at our park as your satisfaction is our main priority. It was a pleasure to have you as our guest. We hope to see you again soon.

Thank you again!
Best Regards,
ILU
",0.9921,5
,,,,,A group of five friends who enjoyed a lot with our giant friends Tara and Payal at elesafari. The booking procedure was smooth and the pick up and drop off service was spot on. The experience at the farm right from the moment we arrived till we left the farm was exceptional where we made so many beautiful memories.They even arrange Jaipur day tours which we didn't take as we had already booked a car.,0.9114,5
,,,,,"Namaste Rehan K

Greetings from EleSafari!

Thank you for your positive comments. I greatly appreciate that you took the time to write such a positive review. I am glad to hear that you enjoyed your time at our park as your satisfaction is our main priority. It was a pleasure to have you as our guest. We hope to see you again soon.

Thank you again!
Best Regards,
ILU
",0.9921,5
,,,,,"Namaste Rehan K

Greetings from EleSafari!

Thank you for your positive comments. I greatly appreciate that you took the time to write such a positive review. I am glad to hear that you enjoyed your time at our park as your satisfaction is our main priority. It was a pleasure to have you as our guest. We hope to see you again soon.

Thank you again!
Best Regards,
ILU
",0.9921,5
,,,,,"Fantastic adventure with elephants! The elephants are well-groomed, happy and the caretakers are very helpful.  Great time in Jaipur, we will definitely come back!",0.9655,5
,,,,,"Namaste DayTrip17207005039

Greetings from EleSafari!

Thank you for your positive comments. I greatly appreciate that you took the time to write such a positive review. I am glad to hear that you enjoyed your time at our park as your satisfaction is our main priority. It was a pleasure to have you as our guest. We hope to see you again soon.

Thank you again!
Best Regards,
ILU
",0.9921,5
,,,,,"Namaste DayTrip17207005039

Greetings from EleSafari!

Thank you for your positive comments. I greatly appreciate that you took the time to write such a positive review. I am glad to hear that you enjoyed your time at our park as your satisfaction is our main priority. It was a pleasure to have you as our guest. We hope to see you again soon.

Thank you again!
Best Regards,
ILU
",0.9921,5
EleSafari-Amer,AmandaZ,5.0 of 5 bubbles,Jan 2023 • Couples,Just book without a second thought.. Amazing city tour with elesafari ,"Having only a single day in Jaipur and reading some amazing reviews of elesafari we decided to book the elephant interaction program along with the Jaipur city tour. At first we were in a doubt if we could finish the tour and the elephant experience in a single day but everything was planned so well that we visited almost all the popular monuments while also visiting the beautiful elephants at elesafari. An early morning pick up was arranged from our hotel. A clean SUV was sent with a super awesome driver who was an amazing combination of your guide and chauffeur. First he took us to a popular roadside shop where we had some mouth watering lassi before starting off exploring other monuments. We then visited the City Palace, the house of the Royal family of Jaipur along with Jantar Mantar observatory which was simply mind boggling. After driving through the Wind palace, we took a halt for lunch before visiting the magnificent Amber palace. It is a spectacular piece of architecture. Later on we visited the lovely elephants at elesafari where we were greeted by the owner ILU who was so welcoming. He gave us detailed information about the place and the lives of elephants in Jaipur. We started the experience by getting introduced to Tara and feeding off her bundles of sugarcane with pure love. This was followed by a brief painting using chemical free colors which turned out to be a very unique experience. We even gave her a little wash as it was winter and the entire body washing was closed. This was followed by a short bareback ride. In the end we gave her some sweet bananas as a treat for being so gentle.The overall time spent with the team of elesafari including the City tour and elephant experience was too special. I'm glad that we booked their services and got some amazing memories with the City tour and the giant elephants. Simply book without a second thought !",0.9986,5
