Tourist Attraction,Name,Rating,Date and criteria,Title,Review,Compound Sentiment,Normalised Sentiment
Colva_Beach-Colva_South,Tintu Varghese,3.0 of 5 bubbles,Jan 2022,Crowded beach,Colva beach: This is a crowded beach with a lot of beach shacks and local vendors. Take a walk to the end of the beach to escape the crowds and watch the beautiful sunset.,0.6808,5
Colva_Beach-Colva_South,CHETANsurat,5.0 of 5 bubbles,Dec 2021,Supb Beach,Supb beach in south goa. clean nice place.Many veg non veg hotel near beach.Nice food available near beach.,0.6705,5
Colva_Beach-Colva_South,Pramanan,4.0 of 5 bubbles,Dec 2021,good beach for walks,not as calm as benaulim but still not so crowded especially early morning.  authorites can maintain it better,0.5218,5
Colva_Beach-Colva_South,Yash Kataria,5.0 of 5 bubbles,Jan 2021,Clean Beach,"One of the cleanest beach in Goa. Best place to visit with your friends and family. Calm and peaceful atmosphere with splendid scenery.For bookings or query contact:Kataria Holidays+91 9665518776, +91 7559468385",0.9485,5
Colva_Beach-Colva_South,Azarul Haque,5.0 of 5 bubbles,Mar 2021 • Family,One of the cleanest beach of India,"I really like the beach. The beach is 20 minutes away madgaon railway station.Food corner, shacks and stall is at the beach area. Lots of water sports activities as well as games are also available. Bus stand is on the beach. This beach is very clean and safe. Hotels are nearby the beach. ",0.85,5
Colva_Beach-Colva_South,Vibhor Joshi,3.0 of 5 bubbles,Feb 2021,The local beach of South Goa,"As i would describe in my words, Colva is the local beach of mid-south goa. Accessibility: Colva beach is easily connected to almost major places within goa, the local bus service is also very frequent, fairly quick and extremely cheap.Cleanliness: Considering it is one of most visited (read crowded) beaches, i would rate it at 3/5.Eateries: Not recommended. Shacks are average, food is below average, everything is over priced. Head straight to Benaulim (walk southwards for 15 mins while enjoying the Sunset along the beach.",0.7276,5
Colva_Beach-Colva_South,dps_roorkee123@yahoo.co.in,5.0 of 5 bubbles,Apr 2021 • Family,Zaheer Ahmed,The stay was excellent. The staff was very courteous with food very tasty. The rooms were tidy and clean. Best part the resort is on the Colva beach. Wish to stay again there. ,0.9509,5
Colva_Beach-Colva_South,Sudeb K,4.0 of 5 bubbles,Apr 2020,Beautiful but crowded beach in South Goa,"This is one of the famous beaches in South Goa.There are options for many water sports and group boating.However, this is one of the most crowded beach as well considering only South Goa beaches.",0.2732,4
Colva_Beach-Colva_South,Rohit B,2.0 of 5 bubbles,Jan 2021,Its a Fisherman Dock,The Beach is very crowded as compared to other South Goa beaches.  A large part of beach has fishemen boats docked and storage for the fishes they catch,0.0,3
Colva_Beach-Colva_South,teenmusafir,5.0 of 5 bubbles,Feb 2021 • Family,Expansive and Abundant Shacks ,"I found this beach the best . No words but the Northside beaches are overrated. This one stood out for its cleanliness, expanse , no of eating places . Wonderful. Best enjoyed if you can find a hotel nearby to stay so you can enjoy the morning runs or walks and finish the day by eating at one of the shacks . ",0.969,5
Colva_Beach-Colva_South,Berts Pinto,4.0 of 5 bubbles,Jan 2021,Colva Beach,Colva beach has all that you need from watersports to shopping to some good restaurants and hotels.Best place to visit with some good crowd most of the time.,0.7003,5
Colva_Beach-Colva_South,JE Dolphy,4.0 of 5 bubbles,Jan 2021,South Goa Beach,highly crowded beach with lots of fun activities and lots of shops and shacks  . It was too hot so we could spent only a short time there but it's a so so beach,0.2846,4
Colva_Beach-Colva_South,p4pranjal,5.0 of 5 bubbles,Dec 2020 • Family,Nice beach,A very nice beach to explore.water currents are high.  Avoid going into water for bath.  Nice place to relax. ,0.7645,5
Colva_Beach-Colva_South,naveen K,5.0 of 5 bubbles,Nov 2020,Holidays,Superb stay at Acacia.. club Mahindra has become like our second home.. service and food aid amazing.. staff is very friendly and co operative.. Daniel the musician is superb.. his songs added joy to our evenings...,0.9312,5
Colva_Beach-Colva_South,Poornima,3.0 of 5 bubbles,Nov 2020 • Family,Jellyfish scare,"Hi, I am writing to bring to everyone's attention that I was stung by a jellyfish on Colva beach 2 days ago. This happened in shallow water and the beach was crowded. It could have happened to anyone. Lots of jellyfish were lying on one side of the beach so we decided to go to the other side. There it was pretty clean so I just sat where the waves comes to the shore. Within 5 mins, I felt excruciating pain on my forearm. The lifeguard gave a me a cotton ball dipped in vinegar to dab on my arm and said it will take 30 mins for the pain to subside. My arm was swollen and red. I couldn't bear the pain so we went to Margao Hospital and took a tetnus shot. Apparently they had a case in the morning as well. The doctors were very efficient. I was prescribed painkillers and given calamine lotion. By the next day I was feeling a little better. Please avoid beaches where you see a jellyfish or check with the lifeguard before you enter the water. Apparently these incidents have been taking place around beaches in Goa but there are no warning signboards. ",-0.8204,1
Colva_Beach-Colva_South,ShabbirBaldiwala,4.0 of 5 bubbles,Nov 2020,Clean beach,"Must easily be one of the cleanest beaches in Goa. Not frequented by many, swimming can be a joy here. The Kentuckee restaurant just outside the beach serves mouth watering Goan cuisine. ",0.7351,5
Colva_Beach-Colva_South,DSahrawat,3.0 of 5 bubbles,Oct 2020,"Happening, but Crowded and unclean","As expected for any public beach, it was filled with action and activities, but was crowded and with all corona norms thrown to the wind.",0.0,3
Colva_Beach-Colva_South,MEDPUNKZ,3.0 of 5 bubbles,Oct 2020 • Family,Too crowded,"Not for covid times, too many people on the beach...will only get busier as the time comes.No shack is open, so no option to sit on the beach after sunset....wasted trip for us....North Goa beaches are a much better option. Otherwise stay at a beach attached to a resort where you are staying if you want south Goa",0.0859,3
Colva_Beach-Colva_South,Amit B,5.0 of 5 bubbles,Sep 2020,A BEACH WITH GREAT COLLECTIBLES,"We could gather morning and evening hundreds of shells, starfish and even thrown up fish which were returned back to water, and swam away to their homeland",0.0,3
Colva_Beach-Colva_South,Barbara A,4.0 of 5 bubbles,Sep 2020,Very nice beach,It is a very nice beach with great surf and water is warm not very cold. Also great view or local fishing,0.9216,5
Colva_Beach-Colva_South,androrphin,4.0 of 5 bubbles,Mar 2020,Busy and lively end of the beach,"If you want lots of beach shacks, never ending water sports and a busy, thronged beach then Colva beach is for you.We stayed on the beach for a full day as a change from the very more sedate Sernabatim beach. As well as the usual European/Russian tourists there are also Indians using this beach so it can get busy just at the beachhead but you can avoid the crowds by moving off to either side.Fortunately there are a fair few beach shacks to accomodate people. The beach itself is sandy with a large tidal range and is basically just a section of the very long beach which lines Goa's coastline.There is a water sports cartel in operation so the prices are fixed.Just behind the beach is Colva itself which has numerous shops and restaurants for you to spend your money in.",0.2144,4
Colva_Beach-Colva_South,Adam J,2.0 of 5 bubbles,Mar 2020 • Family,Goa's Blackpool,"Colva is a touristy beach town, with an unremarkable but reasonably well served beach, and some watersports available, though the owners are money focused and joyless. It's not otherwise picturesque, and feels like a crude and repetitive tourist resort, but it does have plenty of small shops selling the usual fare, if that's your thing. The Garden Restaurant is one of the best in the village, and the rooftop bar of the adjoining guest house is worth a visit. But there's not much else of note. Avoid the small jewellers shops, which have a notorious reputation for fake and overpriced jewellery sold by con men and fraudsters. There are one or two slightly more upmarket clothes stores which sell decent enough fare, though prices are less open to haggling than the smaller shops.Overall, one of the least interesting destinations in Goa, though it's useful for its proximity to the airport and main rail station.",-0.9196,1
Colva_Beach-Colva_South,EkMusafir,4.0 of 5 bubbles,Dec 2019,Most Popular Beach Of South Goa.,"Colva Beach seems to be the most popular beach of South Goa judging by the crowds here on holidays. But the direct approach to the beach was obstructed by a pool of stagnant and dirty water when we visited in December 2019. One has to skirt around some beach shacks to reach the sandy portion along the seaside. There is another approach road going from behind the restaurants which runs parallel to the beach.There are a lot of water sports activities taking place here. If you come during the daylight hours you will observe people enjoying parasailing, water skiing, banana boat riding and swimming in the sea. The beach is always crowded in the holiday season. It is a safe beach for a dip in the sea and there are lifeguards always present and patrolling in their red jeeps.We were sitting at one of the beach restaurants and observing the frenzied activities taking place on the lovely sands. It is a crowded beach and not one where one can relax with a book to read, though there are many sundecks which the Europeans hire from the local vendors, to give themselves a deep tan.Apart from the beach shacks there are also some  established restaurants and hotels on shore, including the state run GTDC Colva Residency. There are many shops where you can pick up souvenirs and memorabilia, as well as Goan cashews and famous alcoholic brew of Goa, Feni.",0.9746,5
Colva_Beach-Colva_South,varinderkumar1975,5.0 of 5 bubbles,Feb 2020,good  water  sports,"colva  beach  is  good  for  water  sports  in  south  goa.  cool  beach  ,  good  market  around .  peaceful  beach. ",0.8834,5
Colva_Beach-Colva_South,Aniruddha Srivastava,2.0 of 5 bubbles,Mar 2020,Surely passable,"Dirty, Over crowded, filthy are the words that would come to your mind once you visit this place. One relate to South Goa with clean, peaceful, serene and pristine beaches whereas this beach is completely opposite. If you are looking for spending quality time with family or even alone then look for better places but surely not Colva beach. Only thing that is good here is the water sports that is available in plenty.",0.9032,5
Colva_Beach-Colva_South,Ruchira Khandelwal,5.0 of 5 bubbles,Feb 2020,Must visit South Goa Beaches.,"South Goa beaches are less crowded than North Goa. Life guards are presents. You can have speedboats, Parasailing and boat trips. Sand is amazing. Quiet and scenic. You can enjoy the deep blue Arabian Sea.",0.7906,5
Colva_Beach-Colva_South,SRINIVASN P,4.0 of 5 bubbles,Dec 2019 • Friends,South Goa beach to visit,Was crowded when we went in December but not as much as the north Goa.   Worth seeing if you are fine with the crowd. ,0.5499,5
Colva_Beach-Colva_South,Ian-Jacki,4.0 of 5 bubbles,Mar 2019,Busy,Very Indian beach with many locals using. Some good shacks and places to eat drink and chill out. Bottom of maim Colver roafd,0.4404,4
Colva_Beach-Colva_South,sandip R,5.0 of 5 bubbles,Feb 2020 • Couples,Great place to Sunbathe,"We are here for 7 days and have soent 3 days on the beach. If you by food from shacks your sunbed and umbrella is free. Food is good. Sea is warm aroind 22-25°c.You can have speedboats, Parasailing and boat trips. Sand is amazing. Quiet and scenic.",0.8979,5
Colva_Beach-Colva_South,S Sadhukhan,2.0 of 5 bubbles,Feb 2020 • Couples,Safe beach with shops and crowds,"This is one of the safest flat beach for bathing in sea. Life guards are presents. The beach is a bit crowded and there are a no of sea food restaurants on the beach, who also provide sun loungers. The sand is finer than other beaches.",0.128,4
Colva_Beach-Colva_South,Kingping0410,4.0 of 5 bubbles,Feb 2020,Ok ok kind of a beach,More of indian crowd this place is one time hangout. Expensive shacks candle light dinner along side the beach is possible if you don't have trouble with sand,0.3089,4
Colva_Beach-Colva_South,DevineLight,4.0 of 5 bubbles,Jan 2020 • Family,Beautiful Colva,Beautiful beach less crowded  than north Goa beaches. Nice place to visit with friends and family . You can sit in  shacks ..enjoy the deep blue Arabian sea or engage yourself with different water sports .In the evening you can loiter around in the colva market and collect souvenir from the vibrant shops .,0.9393,5
Colva_Beach-Colva_South,Ramana Murthy_NV,5.0 of 5 bubbles,Dec 2019 • Family,Amazing sunset views...,Lovely beach.. Most famous in South Goa.. White sand and very clean beach.. Lots of Water sports and activities available.. Many restaurants and Shacks around the area.. You can enjoy the amazing sunset views with cool breeze...,0.9441,5
Colva_Beach-Colva_South,AnupriyaDG,4.0 of 5 bubbles,Aug 2019,Lovely South Goa beach,"Colva beach is a great place to enjoy....with a picturesque stretch of sandy beach for swimming & paddling, and a stone embankment where you can sit & enjoy the sea view.The road leading to the beach is flanked on both sides by numerous shops selling food, drinks, clothes, souveneirs and scooters/bikes on rent.",0.872,5
Colva_Beach-Colva_South,Paulwerro,5.0 of 5 bubbles,Jan 2020 • Couples,What a clean beach,So clean been here over 12 times with a six year gap. Beach wasn’t to bad back then but now what a difference!. Many shacks available but recommend rendezvouse a1 service and the food well.... great place to see sunsets and sun beds are available with full service from the shack .,0.8732,5
Colva_Beach-Colva_South,Stuti A,3.0 of 5 bubbles,Jan 2020 • Family,Good views but crowded,"Enjoyed only the flea market, must visit The Real Kashmir bags store for steal deals!! Amazing genuine leather bags at very afgordable prices, check it out to believe it. Also loved the permanent and temporary tattoos salons all around. The flea market Shops had all decorative items and purses and jewellery. An array of beachwear and beautiful harem pants and tops and sarongs. Especially loved the road side stores near the beach with jewellery made of sea shells beautifully hand painted making each piece unique. A set of earrings and necklace with pendant was just Rs. 120/- For someone like me who doesnt enjoy bargaining, this is the best place to shop!!",0.9862,5
Colva_Beach-Colva_South,shifamaitra,3.0 of 5 bubbles,Jan 2020,A clean beach,Saw a wonderful sunset here. a rare but welcome sight was lifegaurds on the beach. The tourists were not littering the beach and there were people in uniforms cleaning up as well. smoking is fined on the beach. The shacks by the beach are lovely. just outside you will find vendors selling everything from icecreams to lebanese shwarmas. please note that the shacks and restaurants are shut in the afternoon. when you walk from the beach to the road you will find lots of autos and cabs even at night. Like the rest of Goa you will need to bargain and settle on the fare before starting your ride.,0.9705,5
Colva_Beach-Colva_South,VinaY G,5.0 of 5 bubbles,Dec 2019,Looking Beach with Shopping options ?,"If you want to do water sports activity options are available on Colva beach. Parasailing, Water Scooter, etc.There is a big market outside of the beach so you can do a lot of shopping too. Very good products with cheap price available outside the beach.Nearby Betalbatim beachDid YOU like my review?",0.7178,5
Colva_Beach-Colva_South,VSP_75,5.0 of 5 bubbles,Dec 2019 • Family,Family trip,Very good hotel rooms are spacious good for family stay for short span. Food quality is excellent. Staff was cooperative ,0.8775,5
Colva_Beach-Colva_South,pradeepjbims,3.0 of 5 bubbles,Dec 2019 • Family,The beach and water is good to enjoy . But the crowd is too much snooping,Its a good beach . Avoid colva beach near the place from where tourist bus and crowd enters . Walk a bit towards beanulim side and you will get lesser crowd. The only issue is with too many snooping people around . In my case i found some Indians who were trying to get selfie with other womens in background which becomes annoying from privacy perspective,-0.25,2
Colva_Beach-Colva_South,upasana,4.0 of 5 bubbles,Dec 2019 • Family,A very nice beach,It's a very nice beach.Very crowded one.Watersports are availableSo many shops are there.It's very close to benaulim beach and betalbatim beach.,0.4754,4
Colva_Beach-Colva_South,travelonrepeat_please,4.0 of 5 bubbles,Dec 2019,Not a crowded beach on weekdays,"We visited this beach firstly on a weekend and there were lot of people ( the north Goa beaches are more crowded). But next day it was not at all crowded, only a handful of people. The beach is clean, the shacks are also very limited. But there is a complete bazaar setup with different kinds of things at display just out side the beach lane and lot of food eateries around. It would probably be a good idea if you are visiting this beach on a weekday.",0.6819,5
Colva_Beach-Colva_South,Adrian C,4.0 of 5 bubbles,Dec 2019 • Family,Holiday,"Lovely place for relaxing with your family and friends. A lot of shacks to have a good drink and meal by the oceanside. Since this beach is very famous, it is crowded. Water sports and a few shopping options are also available here. It is a very beautiful place to relax and enjoy.",0.9729,5
Colva_Beach-Colva_South,Agrimta,5.0 of 5 bubbles,Dec 2019 • Business,Nice beach!,"Nice beach..peaceful. church nearby was a lovely experience. Not so many tourist shops at/arnd the beach thou ,for those lookin for that",0.765,5
Colva_Beach-Colva_South,Steve T,3.0 of 5 bubbles,Dec 2019 • Couples,Not the best,"Not the best beach in our opinion, visited most beaches along this stretch and it just did not feel comfortable here, did not spend long and left.  Hope others have a better experience.Make your own mind up",-0.0695,3
Colva_Beach-Colva_South,Swapnil P,4.0 of 5 bubbles,Oct 2019,Nice beach with all the activities and best enjoyed in groups,"South Goa.It has water sports , beach adjoining restaurant, small places for quick eat and drink, bus facility to nearby towns , restaurants , hawkers selling ice creams all quite nearby.",0.0,3
Colva_Beach-Colva_South,sachin,5.0 of 5 bubbles,Nov 2019 • Family,Best place to be,Lovely beach. Nice landscape. Lots of fun. Loved it. Have been there many times but every time feels like I have come for 1st time. Feels like should visit again & again. ,0.9246,5
Colva_Beach-Colva_South,ketan1709,4.0 of 5 bubbles,Nov 2019 • Friends,Nice beach with all the activities and best enjoyed in groups ,"It is one of the frequented beaches both by Indian and foreign tourists in South Goa. It has water sports , beach adjoining  restaurant, small places  for quick eat and drink,  bus facility to nearby towns , restaurants  , hawkers selling ice creams all quite nearby. Beach is vast and clean. You have plant of shopping options if you walk little further for apparels, accessories, artifacts, cashews etc. Overall a nice place to enjoy with family or friends.",0.8957,5
Colva_Beach-Colva_South,chandan.a,4.0 of 5 bubbles,Nov 2019,Crowded beach during evenings and weekends,We found this beach to be quite crowded during evenings and on weekends. Quite a few food stalls/shacks which offer good variety of food and drinks. Good place for a family outing.,0.7003,5
Colva_Beach-Colva_South,TarlCaboto,5.0 of 5 bubbles,Nov 2019,Simply the best and longest beach in Goa,Colva beach is 24km of beautiful sand; and unlike Anjuna it's still unspoilt; and unlike Palolem it's not totally inundated with people. It's still the best beach in Goa.,0.8442,5
Colva_Beach-Colva_South,annujamrao,3.0 of 5 bubbles,Oct 2019 • Family,OK beach,Very crowded. No seating arrangements for senior citizens. Very dirty made by people who visit. No control on people not following the law,-0.7992,1
Colva_Beach-Colva_South,Achal,5.0 of 5 bubbles,Oct 2019 • Friends,Very Beautiful,Golden sand with Crystal clear water. Hygienic place. Nice water sports like para sailing are very good.,0.8777,5
Colva_Beach-Colva_South,vinit2001,5.0 of 5 bubbles,Jul 2019,refreshing,"while on the way from madgaon railway station to the dabolim airport, I had some spare time and went to colva beach whch is quite refreshing to see the white sand and get a feel of the sea breeze.",0.0,3
Colva_Beach-Colva_South,Sandy,4.0 of 5 bubbles,Oct 2019 • Friends,Colva Beach,Even tho it rained duration my stay Colva Beach was clean and neat. Food stands available to buy snacks/ice creams and trinkets,0.6908,5
Colva_Beach-Colva_South,Maddy's Review,4.0 of 5 bubbles,Oct 2019 • Family,Famous beach of South Goa,"Nice and crowded beach of South Goa, though South Goa beaches are not so famous like North Goa beaches.Lot many Hotels and shops are nearby for staying and shopping memento of Goa.Nice beach for Bathing and enjoy.",0.5696,5
Colva_Beach-Colva_South,Akanksha Singh,3.0 of 5 bubbles,Oct 2019 • Family,Colva Beach,People who like hustle bustle . Street food and small tourist shopping for souvenir purpose can visit this beach.,0.3612,4
Colva_Beach-Colva_South,Briam,1.0 of 5 bubbles,Oct 2019 • Friends,Goa bike rentals colva beach,"I visited goa during pooja holidays, we arrived at margoa railway station.. after arrival.. we were surrounded by bike rental scammers.. increasing scooter rate from 400 to 500.. for black and private white boards.. then one taxi driver took us to colva beach for bike rental.. and charged 500 for that.. after that problem starts.. we got 3 honda activa scooter.. in good shape.. but charged rs 450 instead of 350.. agents telling this rate is for taxi drivers commision.. then took all amount in advance..and hardly enough petrol to ride to the pump. They usually close at 6 pm.. on returning date from north goa.. rain, heavy traffic, google map rerouting.. we were late by just 1 hour.. but through phone we informed them we would be late, but on arrival they demanded total rs 300, 100 per scooter but already have more than 100 rupees petrol in it. Then problem starts shouting,vulger words, ladies from our group also suffered.. after that the owner called someone in phone.. and some goons arrived ..without hearing our side they hit us.. my friend got stitches in face.. never ever, ever never.. take rental bike from colva beach, in front of HDFC bank ... Again.. if u want.. be prepared to face the goons.. if u want bike.. hotel rooms we are staying can arrange one. Don't go for agents. Please. Am posting with the pain am suffering by the blowes they gave me on my back.",-0.7311,1
Colva_Beach-Colva_South,basher_amar,5.0 of 5 bubbles,Oct 2019,amazing,Best place in Goa for the people who loves nature....a beach with beautiful nature .. Located in south Goa.. The beach is clean... Lot of restaurants are situated along the beach side.. Good place for photography.Nearest railway station is madgaon,0.9403,5
Colva_Beach-Colva_South,Rajal D,5.0 of 5 bubbles,Oct 2019 • Family,Great if you dont want too much of crowd!!,First week of October. Its rainy and gloomy. Shacks are not yet functional. Less crowded than north goa beaches.,-0.2263,3
Colva_Beach-Colva_South,Kirannelli,4.0 of 5 bubbles,Oct 2019 • Family,Activity beach.,"Tourists who wish to participate in water sports and activities can visit this beach for   Parasailing, speed boating and banana boat rides. Also famous for fish and crabs. One can also see the aqatic life like star fish, shark etc...",0.6369,5
Colva_Beach-Colva_South,Solo Traveller,3.0 of 5 bubbles,Sep 2019 • Solo,Detox / health retreat ,Accommodation I stayed in was on the beach. Colva beach is not very clean but the sunrises / sunsets are amazing. Gladly not too many sellers harassing you to buy goods.,0.4239,4
Colva_Beach-Colva_South,Amit_M,5.0 of 5 bubbles,Sep 2019,If you peace lover this is for you,Far from the noisy environment and a calm water always make a 'feel good factor'. Loved the beach and you can find within you.,0.8126,5
Colva_Beach-Colva_South,Amit Modi,5.0 of 5 bubbles,Sep 2019 • Family,Beautiful Beaches in South Goa,Very neat and clean and Beautiful. Huge parking space available. Lot of things to shop from... Life guards on duty .,0.9092,5
Colva_Beach-Colva_South,saurabh_dhingra10,5.0 of 5 bubbles,Aug 2019 • Family,One of the best and clean beaches in South Goa,"Colva beach is beautiful, views are spectacular and it is one of the cleanest beaches in South Goa. Nice south Indian udupi restaurant is nearby. ",0.7717,5
Colva_Beach-Colva_South,abhishek_tourist,5.0 of 5 bubbles,Sep 2019 • Family,Calm beach,It was nice and clean beach with no shacks during monsoon season. Not much crowd after evening. Nearby restaurant is very good. Specially Goodman and Rootop beach resort.,0.7574,5
Colva_Beach-Colva_South,raj0108,4.0 of 5 bubbles,Mar 2019 • Couples,Nice beach,The beach is good and clean water.Lots of tourists visit this beach  in south goa.There are number of restaurants around the beach.parking is available.Transport facilities are also available.Basic water sports also available.,0.7096,5
Colva_Beach-Colva_South,CCM,5.0 of 5 bubbles,Jul 2019,Scenic and Cleanest Beach,"During this trip we visited most beaches in both south and north goa, but the time spent at colva is memorable. The beach is cleanest amongst all the famous beaches, so peaceful",0.77,5
Colva_Beach-Colva_South,Annie Thomas,5.0 of 5 bubbles,Aug 2019 • Couples,Lovely beach,"We were staying literally on Colva beach and were there 2 to 3 times.clear skies,clean water and shallow beach.very clean and peace ful.ideal for morning and evening walks.If u are lucky ,you can watch a fishing boat pulling in and the story that unfolds before fish reaches your dining table.Sunsets are beautiful.If you live to collect shells,always go early morNing and carry your own plastic bag to bring it back.Tends to get crowded in the evenings but you can always walk further to both sides to enjoy the beach.The best place to get into the beach and get wet.",0.9451,5
Colva_Beach-Colva_South,Karpagavalli,5.0 of 5 bubbles,Jul 2019,Beautiful beach,"Wow the beach is so beautiful and the view speaks of the reason why both the locals and the foreigners throng this place,shops near has some nice handcrafts,beautiful dresses,souvenirs, .food too. Dont forget your caps,umbrella, cameras.",0.9225,5
Colva_Beach-Colva_South,Paglaghora_BCMT,5.0 of 5 bubbles,Jul 2019,Great in monsoon,During season its crowded as a popular south goa beach among Indians. We were there during monsoon and it was very much less noisy & crowd but the roar from sea was worthwhile. Clean white sand beach. Lifeguards were in vigil.,0.8028,5
Colva_Beach-Colva_South,Cedric N,4.0 of 5 bubbles,Nov 2018 • Business,"A serene, long & sandy beach in Colva","Had visited this beautiful beach in Colva a long back ago. This beach is visited by local & foreign tourists throughout the year.This beautiful beach is long and sandy. It is lined with shacks, hotels, restaurants, lounge chairs etc. Before entering the beach, there are two small footbridges. It is less crowded than the beaches in North Goa. However, there are fishing boats and stray dogs roaming around in the beach. In the evenings, there is less crowd. Had gone for a stroll and enjoyed the cool breeze. However, there is garbage scattered around the beach area. Watersport activities can be done on this beach.This beautiful beach is an ideal place for families, couples as well as friends. It is a must visit place and should not be missed while in Colva.",0.9834,5
Colva_Beach-Colva_South,Sanjeev S,5.0 of 5 bubbles,Aug 2019 • Friends,Good place,"Best place to hangout , enjoy swimming pool and home food with great ambience ,close to beach and accessible all amenities",0.91,5
Colva_Beach-Colva_South,Sanket S,5.0 of 5 bubbles,Jan 2019,Less crowded beach in south goa,Apart from the Colva circle beach entrance all the beach is very less crowded but same time you will not find any beach sacks also apart from Boomerang and few sacks near Micky's but only between November to April. Life guards are very rude here with travellers matters can go upto physical in some cases.,-0.6474,1
Colva_Beach-Colva_South,Jay Sinclair,4.0 of 5 bubbles,Jul 2019 • Friends,Nice Beach,Nice beach with plenty of things going on for the tourist and the seafront is a great place to unwind and relax taking in the sight and sound of the ocean. ,0.8689,5
Colva_Beach-Colva_South,Kapil B,4.0 of 5 bubbles,Jul 2019 • Friends,Clean and quiet..,As compare to north all South goa beaches are clean and quiet. A perfect place for evening walk or good morning jogging.,0.8519,5
Colva_Beach-Colva_South,freddyg13,4.0 of 5 bubbles,Feb 2019 • Solo,Tranquil and relaxing,"It wasn't as touristy as I expected it to be, it was nice to be on a beach with more locals than tourists.  There were plenty of choice beachfront local restaurants, which I did enjoy as I sat on the beach having my dinner and watching the sunset. It was a good and relaxing place overall.  ",0.9022,5
Colva_Beach-Colva_South,adarssh s,5.0 of 5 bubbles,Jun 2019 • Couples,it is also good beach,if its near to you or you have time apart from other activity thn you should visit this beach.its also good,0.4404,4
Colva_Beach-Colva_South,Abhitheexplorer,5.0 of 5 bubbles,Jun 2019 • Family,Fascinating.,"This beach is so beautiful and serene that once you go there you really need lot of will power to return. Not very crowded like other beaches of Goa so very clean as well.  Even if you have to travel all the way from North Goa, this place is not worth missing. ",0.9152,5
Colva_Beach-Colva_South,Manish Sarraf,4.0 of 5 bubbles,Jun 2019 • Family,Very good beach at starting of South Goa,The beach is clean and with lot of eating and shopping places. Its a commercial beach but clean and maintained too,0.6597,5
Colva_Beach-Colva_South,Akshay,5.0 of 5 bubbles,Jun 2019,Awesome place,"best place to hangout with friends,family and couples. u can have a better experience of sunset. u can enjoy the thrilling rides",0.9246,5
Colva_Beach-Colva_South,DreamerDisha,5.0 of 5 bubbles,Jun 2019 • Couples,One of the best beaches in South Goa,Loved the beach. Clean despite so many people. Lots of places to eat around. The drive to the beach from the airport is also good.,0.8591,5
Colva_Beach-Colva_South,Rocky,5.0 of 5 bubbles,Jun 2019 • Friends,Fantastic place,Amazing place.most attractive beach for foreigners.best place for picnic and relaxing. Coast guard always be there for guard.lovely place.,0.872,5
Colva_Beach-Colva_South,csd1979,5.0 of 5 bubbles,May 2019 • Family,Beautiful and scenic,Beautiful beach with lot of water sports. However the water sports activity ends by end of May. The expanse is scenic and the sunset was breathtaking. One of the best beaches in Goa for sure. ,0.9246,5
Colva_Beach-Colva_South,sky,4.0 of 5 bubbles,Jun 2019 • Family,Feels good,"Colva beach is well connected with roads and is one of the most famous beach in Goa, during the month of April, May it is crowded whereas during off season this beach is worth visiting, especially for the white sand, shallow water and beachside shopping. ",0.4588,4
Colva_Beach-Colva_South,enjoyNorway,5.0 of 5 bubbles,Mar 2019 • Friends,Beautiful and calm beach,"Clean and nice Beach. When passing the bridge it is a lot people, but go left or right and in a short walk you will meet this nice, clean and quiet beach with a lot of good beach chacks with nice food and drinks.",0.9555,5
Colva_Beach-Colva_South,peter prasanth k,5.0 of 5 bubbles,May 2019 • Family,Goan beach holiday,"Colva beach is well maintained, well guarded by Life guards and has activities for all age groups. Water sports are very nice. Parasailing, scooters, boat rides etc",0.7425,5
Colva_Beach-Colva_South,Dr.cdpatel,3.0 of 5 bubbles,Sep 2018 • Friends,Calmness ,Nice place to relax. Beach is clean and calm. Do visit once if you are in south goa. It is not like anjuna or bagha beach but although it good in its place. ,0.8246,5
Colva_Beach-Colva_South,Myron,2.0 of 5 bubbles,May 2019,Avoid if you don't like crowds,"Bleh! Of all the beaches in the south of Goa, do your favor and skip this one if you are looking for solace and quiet. Buzzing with local tourists and not as clean as the rest of the beaches in the south.",0.1862,4
Colva_Beach-Colva_South,arindam0807,3.0 of 5 bubbles,May 2019 • Family,Colva,"Flat beach at North Goa, all tourist facility not available - like guest toilet, changing rooms. Public vehicle are not frequent.",-0.2755,2
Colva_Beach-Colva_South,Jacob,5.0 of 5 bubbles,May 2019 • Family,Bustling Colva beach,"I enjoyed the bustle of the Colva beach. Very busy, filled with activities, yet very clean. The white sand is amazing. The restaurants around this place are all very good, and very affordable. ",0.9229,5
Colva_Beach-Colva_South,Shweta,4.0 of 5 bubbles,May 2019 • Couples,Lively beach,Colva beach is one among the best beach to visit if you in south goaa.You have many options for beach activities Night time amazing shacks with cheap rates,0.8402,5
Colva_Beach-Colva_South,Sahil,3.0 of 5 bubbles,Apr 2019 • Business,Not a pleasant experience,This seems like the overcrowded and commercial beaches like Calungute and Baga of North Goa. The area leading to the beach is dirty and with lot of construction debris.. beach itself is clean but just outside it is horrible,-0.5187,1
Colva_Beach-Colva_South,Коля П,4.0 of 5 bubbles,May 2019 • Friends,Yoga Trip,"Busy beach. Amazing sand, same like flour. There are some restaurants and small cafes. A lot of local people) everyone was trying to make some photos with me and my friend) ",0.743,5
