Tourist Attraction,Name,Rating,Date and criteria,Title,Review,Compound Sentiment,Normalised Sentiment
Kal_Bhairav_Temple,sangeeta68,4.0 of 5 bubbles,Jan 2020,interesting place,we had gone here after visiting the main temple of ujjain.here they worship god and give offering of spirits!,0.5562,5
Kal_Bhairav_Temple,Rudra Sharma,3.0 of 5 bubbles,Jan 2020,Mahakaal and Kaal bhairav unique duo.......,"Ujjain is famous for its Jyotirlinga of Lord Shiva, i.e. Mahakaal; but it is equally famous for the temple of Kaal Bhairav. Situated in the outskirts of the city area, this temple is famous for its unique offering of liquor as prasadam for the deity. Visitors to this temple offer liquor besides usual offerings like coconut and flowers etc to the deity. The priest takes a small quantity of liquor in a plate and takes it near the lips of the deity. Within few seconds the liquor goes inside the mouth of the deity. Throughout the day this system continues and nobody knows as to where this liquor has gone. Obviously, for the followers, it is a miracle of the Lord; and one cannot deny it too as the miracle happens just in front of our eyes, so there is no doubt about rethinking or doubting.",0.8252,5
Kal_Bhairav_Temple,hipiyush007,5.0 of 5 bubbles,Jan 2020,Old temple of Bhairo baba,Its an old and ancint temple of Bharion baba. here devotee offer alcohal to Bhairon baba.Alcohal is easliy avaialble on all parshad shop outside temple but prices are on a bit higher side.Main temple entrance is very narrow so you need to wait for on hour in queue on normal days. Its also included in your mandir darshan package of auto.,0.2023,4
Kal_Bhairav_Temple,Sourav B,4.0 of 5 bubbles,Dec 2019,Kal Bhairav Temple,"1. Its towards the outside of the city, should cost around Rs 350 inclusive of 6 destination spots (inclusive of this one)2. Legend has it that you offer some sort of alcohol to the deity. You shall easily get it in the stalls outside.3. Though only a bit is allowed to pour in, the rest you can take away as offering prasad.",0.34,4
Kal_Bhairav_Temple,Abhi62001,4.0 of 5 bubbles,Nov 2019,Unique experience,"First time in my life I saw liquor being offered to God in the temple. Long queue for the dharshan. Beautiful entrance, surrounded by shops selling liquor bottle along wit flower and agarbathi. Cleanly maintained temple with lots of youngsters visiting the temple.",0.7184,5
Kal_Bhairav_Temple,Mili Dutta,5.0 of 5 bubbles,Sep 2019,Divine,Kal Bhairav temple is a must visit at Ujjain. Divinity at its best. Must visit incase you are Ujjain. Blessed!!The world famous Bhairav statue consuming alcohol can be witnessed here.,0.8585,5
Kal_Bhairav_Temple,Gdj,5.0 of 5 bubbles,Nov 2019 • Family,Kal bhairav temple ujjain,Most famous lord bhairav temple in ujjain.i visited on bhairav astami tithi.a lot of devotee there on bhairav astami.,0.3818,4
Kal_Bhairav_Temple,Debasish Das,4.0 of 5 bubbles,Nov 2019 • Family,Wine god,"Once in my life ,I saw these god. Take wine as Prasad.there is long queue. So just visit the temple. ",0.2732,4
Kal_Bhairav_Temple,Mohan,5.0 of 5 bubbles,Nov 2019 • Friends,Must visit to complete the Mahakaleswar Darshan,"1. It is said that this must be visited to cmplete the Mahakaleshwar Darshan.2. The Prasad is Liquor, but it is not mandatory to offer it. Flowers can also be offered.3. Pooja in the anctum Santorum can be done by requesting the security staff .",0.4151,4
Kal_Bhairav_Temple,varadarajan,4.0 of 5 bubbles,Oct 2019,Sri Kal Bhairav Temple - unique experience,"This temple is famous and unique - wine offering to God is primarily focussed. A clean, well maintained, spacious temple. A must visit temple in Ujjain. Enjoy and get blessed.",0.9186,5
Kal_Bhairav_Temple,Satya B,4.0 of 5 bubbles,Sep 2019 • Couples,Kal bhairav temple,"This is place of kaal bhairav where alcohol is offered as parshad. There seems to be no excise rules and regulations... Every prashad shop outside temple sells alcohol alonwith flowers and sweets.. If you visit Ujjain, this is a must visit place... ",-0.296,2
Kal_Bhairav_Temple,Rohit Nanda,4.0 of 5 bubbles,Sep 2019,Bhairo baba Temple,I visited the place with family. The temple is big with a lot Monkeys. Wine shop is easily available opposite to the temple.To many beggars so ready for that.,0.685,5
Kal_Bhairav_Temple,vinay760,5.0 of 5 bubbles,Jul 2019,Ujjain Darshan,"this is one the very old and historic temple and must visit if visiting Ujjain,  This is also very crowded and suggest to go on working day.  please read history to understand importance and go with faith and do darshan. there is enough space out side for parking etc and can be managed better along with upkeep and cleanness for such historic temple. ",0.8591,5
Kal_Bhairav_Temple,raj_Indb,4.0 of 5 bubbles,Mar 2019 • Couples,"Nice Temple,","This is nice temple, their are many wine shop near this temple, kal bherav is also take wine, I have go to many times in this temple",0.4215,4
Kal_Bhairav_Temple,Nithin M Agarwal,5.0 of 5 bubbles,Sep 2018,A must visit for a better analysis on Hinduism.,"This temple is located near Ujjain and is worth visiting during your tour here. The temple is of Kaal Bhairava, an avataar of Lord Shiva. In Shaivism, he is a fierce manifestation of Shiva associated with annihilation.With faith and proper seeking of resolution, one gets peace of mind and courage do go through different situations in life. There is liquor being served as PRASADI to the Deity here. But, as HINDUISM says -- to connect with Him, you first need to be pure of heart. It is a re-built temple and holds the old MALWA type of architecture for one to visualize and understand.Date of Experience - March 2008.",0.6908,5
Kal_Bhairav_Temple,Sivakumar V,4.0 of 5 bubbles,Oct 2018,An Ancient one with peculiar Prasadam,"This Kal Bairav Temple is dated back about 6000 years. The legend of this tmple centres arund Brhma  and Shiva. It is said that Brhma wanted to compose a fifth Veda in spite of Shiva not encouraging. Enraged Shiva sent a child Bhutak Bairav who pinched off Brahma,s fifth head. And to absolve of the sin of hurting Brahma, Shiva asked the Bairav to do penance on the banks of river Shipra. The hence the temple here for Bairav.This purnic episode is said to be in Skanda Purana.The peculiar and strange practice in this temple is that Bairav is offerd Wine as offereing and it is said that when the cup of wine is kept near the mouth of Bairav , the wine disappear! It is a - must see temple in Ujjain",-0.8862,1
Kal_Bhairav_Temple,soumendra kumar M,5.0 of 5 bubbles,Jun 2019,JAI KAL BHAIRAV,"A temple dedicated to the Kala Bairava - Yama (God of Death) an incarnation of Lord Shiva.One may offer wine to the Lord here. Lord however, takes very little and returns the maximum part to the devotee as His Prasad. Wine is sold at the gate of the temple. The priests are very cooperative.",0.6808,5
Kal_Bhairav_Temple,H. N. Pandey,5.0 of 5 bubbles,Aug 2019 • Couples,Kal Bhairav senapati of mahakal,"Kal Bhairav, A unique temple in india...Where you get wine as a prasada. can offer liquor as Prasad to Lord at any day in India. One can offer any brand of liquor which is available.Also there is unique part is , when liquor is pour , it is getting sucked and never leaked. There is discussion that even scientists have done the experiment to check where the liquor is going and not found the answer yet!",-0.3248,2
Kal_Bhairav_Temple,1Jayanthi,5.0 of 5 bubbles,Jul 2019 • Couples,Different practice,"In this temple apart from flowers, most of the devotees offer alcoholic drinks too. These are sold in most of the shops selling the flowers and located across the road from the temple.",0.1935,4
Kal_Bhairav_Temple,Jasraj pardeshi,5.0 of 5 bubbles,Nov 2018 • Friends,Mysterious Temple,Once you reach the temple the most abstract thing will happen to you. The people there who sell flowers and haar  for the deity also sell you alcohol. Yes..! and that alcohol you have to offer it to the deity. When you enter the temple just give the bottle of alcohol to the guru there and watch. They offer it to the god in a plate like utensil and the deity literally sucks the alcohol in the plate and where does it go is an unsolved mystery.,0.3595,4
Kal_Bhairav_Temple,plpalani,4.0 of 5 bubbles,Jul 2019 • Couples,Temple dedicated to Lord Bhairav,In this temple liquor  is taken as offering to the Lord.The temple is majestic with quite a few steps.,0.0,3
Kal_Bhairav_Temple,Akhil Singal,5.0 of 5 bubbles,Jun 2019 • Friends,Kal Bhairav ka prasad hai Daaru (Alcohol),"Great Place to visit. Travelled from Ujjain by cab and the 8kms run was just fantabulous. Surrounded by Shipra river and the mountains. When I reached,  it was drizzling which made the weather more enjoyable. I was surprised to see the  shops outside the temple were selling only alcohol  as it was the main offering to the God. I used my mobile camera to capture the precious moments. But the stay at this place is good enough for only an hour.Overall the visit was cool but the main thing which excited me was the offering to the God.",0.9632,5
Kal_Bhairav_Temple,Luv to Travel,5.0 of 5 bubbles,Jan 2019,Jai Kaal Bhairva !!,Had the opportunity to visit the temple on a Kalashtami day. Surprised to see what was offered to the deity.  Liquor was the main offering and it was really poured into the mouth of the deity and disappeared in a few seconds.  Blessed to be there.,0.7717,5
Kal_Bhairav_Temple,Binay Kumar P,5.0 of 5 bubbles,Jun 2019 • Family,Pricing of offerings,"Always try to purchase the bottle of liquor for offering to the Kal vairab from the city, since the local vendors charge a heafty some, don't purchase from there and they ask for price more than the amount printed on it. ",0.0,3
Kal_Bhairav_Temple,Shael,4.0 of 5 bubbles,Mar 2019 • Couples,Alcohol offered by devotees,"Place is good and one of a kind where alcohols are offered by devotees. But this is not mandatory. Once offered you have to take it with you or you can give them to people waiting in temple premises. Do remember due to these offerings, an alcoholic smell will be in garbhagrih.",0.4708,4
Kal_Bhairav_Temple,Mitesh P,5.0 of 5 bubbles,May 2019 • Family,Kal Bhairav - Unique place of Worship and faith,"Kal bhairav is unique place. At Kal Bhairav, devotee can offer liquor as Prasad to Lord at any day in India. One can offer any brand of liquor which is available.Also there is unique part is , when liquor is pour , it is getting sucked and never leaked. There is discussion that even scientists have done the experiment to check where the liquor is going and not found the answer yet !!!",0.3481,4
Kal_Bhairav_Temple,skagarwal74,4.0 of 5 bubbles,Mar 2019 • Family,Unusual temple,Shri Kaal Bhairav temple is at the outskirts of Ujjain about 6KM from Mahakaal temple. The temple is unique as liquor is offered here.,0.0,3
Kal_Bhairav_Temple,Giri S,5.0 of 5 bubbles,Apr 2019,Visit to kal bharav temple,"Different experience, not much rush. One can have peaceful and pleasant darshan. A must visit place in Ujjain.",0.7579,5
Kal_Bhairav_Temple,trivediar,5.0 of 5 bubbles,Apr 2019 • Family,Amazing & Beautiful Place,It is said that visit to Kal Bhairav Temple is necessary after visiting Shri Mahakaal Temple if you would like to accomplish your pilgrimage tour successful. Very nice and well managed temple.,0.9268,5
Kal_Bhairav_Temple,Sanjaykumar P V,4.0 of 5 bubbles,Aug 2018 • Family,Unique temple,A unique temple where whiskey bottles and any other form of liquor is offered as prasad.  Must visit just for the uniqueness,0.0,3
Kal_Bhairav_Temple,Himanshu Bhatt,5.0 of 5 bubbles,Dec 2018 • Family,A unique temple in india...Where you get wine as a prasada.,"kal bhairav is one of the unique temple in india.  Lots of prasad shops outside the temple and liquor/wine is served to god as a prasad.  you can buy the wine bottles from outside shops and give it to pujari , he will put the wine on plate and touch this plate to the god's mouth and within a minute the wine disappeared from plate.. you can experience the live magic by visiting there.",0.0516,3
Kal_Bhairav_Temple,Gdj,5.0 of 5 bubbles,Oct 2018 • Family,Kal bhairav temple,One of the most famous temple in ujjain. Prasad of bhairav baba is wine.very crowded and attractive temple.,0.4404,4
Kal_Bhairav_Temple,Dipteshrao,4.0 of 5 bubbles,Mar 2019,Good place to see,It is a religious place to see once where Kal Bhairav used to drink liquor Nice place to see visit and experience,0.4215,4
Kal_Bhairav_Temple,rathod2017,5.0 of 5 bubbles,Oct 2018 • Family,Kal Bhairav Temple,Kal Bhairav Temple this is one of the famous temple in Ujjain. There is a Shivalinga in this temple which during Mahashivratri attracts thousands of visitors to this religious site. Kal Bhairav temple is said to be related with black Magic.,0.4019,4
Kal_Bhairav_Temple,ramnita16,4.0 of 5 bubbles,Mar 2019 • Couples,Non-rushed visit,Visited on Friday evening about 8 PM. There was absolutely no crowd and was able to stand in front of God for sufficient time. Awesome feeling.,0.6378,5
Kal_Bhairav_Temple,Dipen Shah,5.0 of 5 bubbles,Feb 2019 • Family,Must Visit once,"A must visit temple in india, where we offer wine to God.Worth watching process how they give wine as prasad to god.Amazing to watch it and blessed by darshanTry to avoid visit on sunday to avoid long que",0.128,4
Kal_Bhairav_Temple,CHETANsurat,5.0 of 5 bubbles,Aug 2018 • Friends,JAY KAL BHAIRAV BABA,Near Mahakal temple. Going in Auto.Auto fare is 140 to 170. Liquor is served to the Kal Bhairav BaBa and it is believed that Kal Bhairav BaBa consumes it. Liquor is sold in almost all shops in the premises.,0.0,3
Kal_Bhairav_Temple,Yogesh L,5.0 of 5 bubbles,Feb 2019 • Friends,Very Serene,A nice clean temple that has shivling almost 50 ft below the main entrance. In old time it must have been at river bank and now away by about 500 Mts. Must visit for Aarti that takes place at 4am.,0.6705,5
Kal_Bhairav_Temple,Leena N,4.0 of 5 bubbles,Jan 2019 • Couples,Kal bhairav Temple,"Its 15 minute away from mahakaleshwar temple. in rickshaw. approx rickshaw driver took 150/- rs per return journey  from mahakaleshwar temple. Temple is good. We visited during the holiday season so we got little rush, otherwise there is no rush you can easily take darshan in less than 10 minute.",0.7003,5
Kal_Bhairav_Temple,RanjithKumarPrabhu,4.0 of 5 bubbles,Dec 2018 • Family,The devata who consumes liquor,"This is another famous temple at Ujjain. The temple is relatively smaller in area, and is located in the outskirts of the town. Liquor is served to the deity and it is believed that deity consumes it. Liquor is sold in almost all shops in the premises. There is also a pratishta of Dattatreya in the temple compound.",0.0,3
Kal_Bhairav_Temple,Shankar I,5.0 of 5 bubbles,Jan 2019 • Family,Senapati of Shiva,"The temple of Kala Bhairav is a must see, say the locals of Ujjain . They call him the senapati of Shiva and the head of Ashta Bhairavas. Liquor is the offering here.It is situated on the banks of the Kshipra river. One should watch your step while entering the shrine through the staircase. Some people's liquor bottle fall off their hands shattering the bottles and a threat to barefeeted devotees who follow.",-0.4404,2
Kal_Bhairav_Temple,Neelamraju,4.0 of 5 bubbles,Jan 2019 • Friends,Interesting Offering - Liquor,"Ujjain City has a lot of Temples. The saying goes that if you carry a ton of rice and offer 4 grains to each temple, you will still run short of the grains..The Kal Bhairav temple is dedicated to Kal Bhairav, the guardian Deity  of Mahakal . It is located on the banks of the Shipra River. It is one of the most active temples in the city, visited by hundreds of devotees daily.Liquor is offered to the temple deity as one of the five tantric ritual offerings known as panchamakara  - Madya (alcohol), Maansa (meat), Meena or Matsya fish), Mudra (gesture or parched grain) and Maithuna (sexual intercourse). In older times, all five offerings were made to the deity, but now only alcohol is offered.We were amazed to see Indian as well as imported liquor was being offered. The priest takes the bottle from the devotee, opens it and pours some liquor in the saucer and keep near the lips of the deity and the liquor disappears. The remaining bottle is handed over to the devotee as Prasad..",0.9312,5
Kal_Bhairav_Temple,Sushant Kumar,5.0 of 5 bubbles,Dec 2018 • Solo,GOD who is fond of Alcohol,"Temple is unique in itself, where alcohol is served to idol and you can watch him drinking. You will find licensed wine shops outside temple premises. People offer variety of alcohol to GOD starting from Desi Daru to Scotch. Recommended visit to this temple if you are inn Ujjain specially if you want to see an idol drinking alcohol live.",0.6037,5
Kal_Bhairav_Temple,aalpaad,5.0 of 5 bubbles,Jan 2019 • Family,Wonderful place ,It’s a powerful temple and it’s amazing to see how liquor is offered to Kaal Bhairav...a must visiting when ur visiting maha kaleshwar temple ,0.765,5
Kal_Bhairav_Temple,RAJIV1954,3.0 of 5 bubbles,Dec 2018 • Couples,Unique,The temple is located around 10 kms from the city centre. The temple is unique in the sense that devotees offer hard liquor as the offering to the God Bhairav. There are lot Langgors in & around the temple.One should plan to go there only during the day because of it's far away location,0.296,4
Kal_Bhairav_Temple,VivekPriyadarshi,4.0 of 5 bubbles,Dec 2018 • Family,Whiskey offered to the Lord,Yes.. The temple is around 8 kms from the Mahakaleshwar temple.. Autos ply from there regularly to Kal Bhairav temple.. Was amazed to see people carrying whiskey bottles in the Prasad basket as an offering.. Was told that the deity drinks the offered alcohol.. But you cannot see this.. People pour a few drops in a bowl kept in front and carry the rest home.. Must visit to see this unique thing.. ,0.2732,4
Kal_Bhairav_Temple,Vishnu Pendyala,5.0 of 5 bubbles,Dec 2018 • Solo,Does the presidiing diety really need hot liquor?,Watched a number of devotees offering whiskey and what not to the Presiding Diety. Strange practice!,0.0,3
Kal_Bhairav_Temple,Karpagavalli,5.0 of 5 bubbles,Nov 2018 • Family,The guardian of ujjain,"He is the guardian of the ujjain city and the gadkalika mata, one of the shakti peedam in the city. the sayana aarati is from 830pm and is  so divine. ",0.6825,5
Kal_Bhairav_Temple,Hitesh Rathore,4.0 of 5 bubbles,Dec 2018 • Family,Kaal bhairav ALCOHOLIC,"Had only heard about it, but for the first time seen here people carrying alcohol to the temple. Strange but true liquor bottles were sold outside shops and pandit ji in the temple was opening the bottles and offering it to the God...... Great",0.8462,5
Kal_Bhairav_Temple,Ashish Gupta,5.0 of 5 bubbles,Jan 2018 • Friends,Bhagwaan Drinks Whiskey,"visited this place on dry day on 26th Jan. didn't had a chance to see the magical event, this place is far from Mahakaal Temple if you don't have car then you can book auto from Temple.",-0.1877,3
Kal_Bhairav_Temple,meenakshimuthusamy,5.0 of 5 bubbles,Oct 2018 • Family,Well Divine,The temple is very divine.The place is very nice to visit and good feel is felt on the inclusion of the temple in the tour.,0.7178,5
Kal_Bhairav_Temple,babita13,5.0 of 5 bubbles,Dec 2018 • Family,Amazing,The statue of deity is very attractive. Kal Bharaw is said to be Senapati of Lord Shiva. This is the place which is visited most commonly after Mahakal so there is rush but they manage it. the statue sucks alcohol and it is interesting factor.,0.3392,4
Kal_Bhairav_Temple,Shubham Karwa,4.0 of 5 bubbles,Dec 2018 • Friends,Know before you go,"Famous for its suspense regarding how bharu baba drink and its vanishes.Anyways take your hard drink as prasad from outside as shops in the premises doesnt keep all brands and keep just local vodka, etc that to with high margin !!So do take it from outside. !!Visit if u visit mahakal so that your wishes come true soon..",0.6632,5
Kal_Bhairav_Temple,Namjoshi,5.0 of 5 bubbles,Nov 2018 • Family,"Kal Bhairav Temple, Ujjain",It is said that Kalbhairav was militory head of God Shankar. In temple you can see some paintings made during King Parmar fro Malawa. While chanting some mantras you can see he sucks the alcohol given for him near mouth.,-0.1027,3
Kal_Bhairav_Temple,shaileshjpai,3.0 of 5 bubbles,Nov 2018 • Couples,Temple,In this temple liquor is given to kalbhairav deity. You have to purchase a bottle  of liquor from liquor shops around the temple. They pour some in a saucer and pour in the mouth of the  deity.,0.0,3
Kal_Bhairav_Temple,poojathakur13,5.0 of 5 bubbles,Nov 2018 • Family,Must visit to see the unique prasad,The uniqueness of this temple is the Prasad offered to the diety bhirava is alhohol. The temple is easy to go to and no longer queues.,0.1779,4
Kal_Bhairav_Temple,Vineet_Tuli,5.0 of 5 bubbles,Sep 2018 • Business,Amazing !!!,We visited Kaal Bhairav & it is one of the main temples of Ujjain. The aura of god is awesome & there is quite a rush in the morning thus plan accordingly.,0.7351,5
Kal_Bhairav_Temple,Yash,4.0 of 5 bubbles,Oct 2018 • Family,A unique temple,"This is a unique temple of the God of Death. The deity is given alcohol as a prasad, and you can find liquor shops outside the temple. The rock, where the prasad is offered, absorbs the alcohol, and no other liquid. This is what makes the temple extremely unique in its own way",-0.6124,1
Kal_Bhairav_Temple,Ajay KMehta,5.0 of 5 bubbles,Oct 2018 • Friends,Small but loving and powerful,Very powerful but small and quiet.You could feel the presence of God.Did Aarti and was touched by the simple beauty within.,0.8045,5
Kal_Bhairav_Temple,Pree B,5.0 of 5 bubbles,Oct 2018 • Family,Peaceful..,We heard so much about this temple that it was a must see on our bucket list... it was the first time that we went to a hindu temple where alcohol was being offered... ,0.0,3
Kal_Bhairav_Temple,Atul Shah,4.0 of 5 bubbles,Nov 2018,the diety that drinks wine,a relatively clean hindu temple with daru as the offering and the prasad as well. a novelty to see and experience ,0.5859,5
Kal_Bhairav_Temple,Ravi D,4.0 of 5 bubbles,Nov 2018 • Family,Lord Kal Bhairav drinks liquor here,"Lord Kal Bhairav is offered liquor, which is put in a plate, put at the lord's lips and liquor vanishes somewhere (supposedly Kal bhairav drinks the same).If you want to offer liquor, it is available (both country made and English) in the market surrounding the temple. Worth a visit",0.296,4
Kal_Bhairav_Temple,Dilip123,5.0 of 5 bubbles,Oct 2018 • Family,Deity who drinks liquor!,The ancient temple of kaal bhairav is a must visit in Ujjain. There are shops outside the temple that sell offerings that include liquor. We did not buy any of those offerings but witnessed the miracle of the deity drinking liquor.Liquor is poured into a silver saucer and  then poured into the open mouth of the idol. The remaining liquor in the saucer is retained in a silver pot in front of the idol and half the unused liquor in the bottle is returned to the devotees as prasad!,0.8122,5
Kal_Bhairav_Temple,meghashyam,5.0 of 5 bubbles,Nov 2018 • Friends,Kaal bhairav ,One of three kaal temples other two being Mahakaleshwar and Gadkalika maa temple . Kaal bhairav emanates power n protection . Lord is swamboo .,0.0,3
Kal_Bhairav_Temple,Payal G,5.0 of 5 bubbles,Sep 2018 • Friends,Foreign liquor = Wishes on fast track,A unique temple in Ujjain where alcohol is the primary offering made to the diety. Kal Bhairav is considered to be the Senapati (Commander-in-Chief) or the guardian deity of Ujjain. It is an important shaivaite temple where thousands come to pray daily. The local shops surrounding the main entrance sell a variety of alcohol which is the primary offering (they claim that offering foreign brands makes the Lord fulfill wishes faster). A jatra or festival day while crowded is very colorful (crowd can get unruly). One has to be wary of pickpockets in the crowd.,0.8689,5
Kal_Bhairav_Temple,ANAND V,5.0 of 5 bubbles,Sep 2018 • Family,Baba Saheb ki Jai,Kal Bhairav also known as Senapati of lord Shiva. This is one of the very ancient temple of Ujjain. Its believed and also can be observed that Baba saheb (Lord Kal Bhairav) himself have the alcohol in this temple. You will definitely feel relaxed and one can feel a mental peace in temple campus.,0.8555,5
Kal_Bhairav_Temple,Sunnilbgautam,4.0 of 5 bubbles,Oct 2018 • Family,Guardian of Ujjain,"I visited it around 9am Aarti. In spite of the loud music played, it was sirene & peaceful. Could feel a strong presence at the Alter. It was wonderful. There is also a Dutta Temple here. The backyard garden has a few monkeys (Langoors) swinging up the tree branches. It was quite a watch for my Son.",0.8481,5
Kal_Bhairav_Temple,Mahesh Kulkarni,5.0 of 5 bubbles,Oct 2018 • Couples,Tirth of Alcohol to Lord Shiva at Kalbhairav Temple Ujjain,Offer in of Alcohol to the Lord Shiva is the differentiator of this temple from other Shiva Temple.Devotees bring alcohol and the  Statue of Lord Shiva is fed with this unique offer ing and it goes down inside mouth if the statue.A must visit Shiva Temple at Ujjain.,0.0,3
Kal_Bhairav_Temple,Arvind S,5.0 of 5 bubbles,Jun 2018 • Family,Lord Shiva's bodyguard temple,"Kal Bhairava is as per Indian mythology known as guard to lord Shiva. This temple is situated bit far from main mahakal temple,on the bank of holy river.Devotees used to offer liquor as prasadam. Not much fascinating tourist spot but holy place for Hindus..means a lot..So visit to feel serenity and positive spritual vibes.Must visit along with Mahakal.",0.6092,5
Kal_Bhairav_Temple,Swarg tours & travels,5.0 of 5 bubbles,Feb 2018 • Couples,Best & surprising Kalbhairav,"This Temple is approximately 4 kilo meter from main Temple. Kalbhairav is a body guard of Shivji. Kalbhairav takes only wine. Opposite side so many wine Shop here  A surprising things, Still nobody can find where wine is going after giving him too much wine everyday. Don't Miss this place. ",0.6052,5
Kal_Bhairav_Temple,rohit s,5.0 of 5 bubbles,Oct 2018 • Friends,Mahakaal visit,Positive devotional place in ujjain. Kaalbhairav is the senapati of Mahakaal.. Very nicely managed devasthan,0.8399,5
Kal_Bhairav_Temple,Krishnaveni S,5.0 of 5 bubbles,Sep 2018 • Family,Unique temple where liquor is offered to god,"This temple is dedicated to god Kalabhairava who is told as senapati of Lord Mahakaleahwar. Here liquor is offered to god and when the poojari keeps the plate with liquor near the slit of mouth of the idol, the liquor disappears. Outside the temple there are state government authorised liquor shops. Small gudis dedicated to other gods are inside the temple. It is a custom to visit this temple before visiting Mahakaleahwar Jyotirlinga.",0.7783,5
Kal_Bhairav_Temple,anubhavmpm,5.0 of 5 bubbles,Sep 2018 • Couples,Blessings of God,This is a temple where everyone offers alcohol to God Kaal Bhairav. The temple is well kept and maintained and the rituals are soothing. ,0.6705,5
Kal_Bhairav_Temple,Omkar P,5.0 of 5 bubbles,Sep 2018 • Family,VISIT TO KAL BHAIRAV TEMPLE,The temple is very old but there are lot of devotee and here the peoples are giving wine as a Prasada to God Kal Bhaiav. Arrangement is not so bad.,0.9328,5
Kal_Bhairav_Temple,arunbvkumar,5.0 of 5 bubbles,Aug 2018 • Family,God being offered Liquor.,Lord Kaala Bhairav is offered Liquor and the mystery is the idol sips some. it is one of the unique places in our mythology and a must place to visit. Hair Raising experience.,0.0,3
Kal_Bhairav_Temple,Vacation815975,5.0 of 5 bubbles,Dec 2017 • Solo,Jai Kaam Bhairav,"This palace is very mysterious, kaal bhairav temple is very ancient temple, lord kaal bhairav consume liquor as offering from devotees. Very very special palace.",0.5819,5
Kal_Bhairav_Temple,rameshtiwari03,5.0 of 5 bubbles,Jul 2018 • Family,Darshan,We have visited many times to Ujjain and went to Kal Bhairav Temple for Darshan. Their apart from other Prasad Liquor is also one item normally serve to God.,0.2732,4
Kal_Bhairav_Temple,The Golden Age f,4.0 of 5 bubbles,Aug 2018 • Friends,Mystery God,The mystery of this temple is Alcohol is offered to God and the complete  alcohol  disappears from the plate when offered. Outside the temple small bottles of alcohol are available. As it was saawan month lot of rush in the temple. Another surprising act I found was people throw flowers at diya stand if it gets stuck to it they say there wishes will be fulfilled.    Outside the temple is beautiful you can see Kshipra river from top. Overall a very nice temple can't be missed if you are in Ujjain. ,0.9166,5
Kal_Bhairav_Temple,piyushkachchhava,5.0 of 5 bubbles,Jun 2018 • Friends,one of the best temple to visit in ujjain,"in june,we almost visited more than 10 places.where thousands of temples are present.and in all of them kaal bhairav temple is too peaceful where whiskey is the prasad.and the brahmins who do all the care of temple like pooja,aarti and bhajan.a very peaceful environment around this temple,at that temple there is one holy pillar where people throw a flowers and if sticks that means your wish will be fufill.",0.93,5
Kal_Bhairav_Temple,Viral Arya,5.0 of 5 bubbles,Feb 2018 • Family,Jai Kal Bhairav,"This is a Hindu Temple, located around 5kms from Mahakal Jyotirlinga and a must visit to complete darshan of Mahakal. This temple is dedicated to Kal Bhairav, the guardian god of the city. The strangest thing of this temple is that Liquor offering to Kaal Bahirav during worship",0.743,5
Sandipani_Ashram,williamsamaddar,4.0 of 5 bubbles,Oct 2022,Shri Krishna's Gurukul.,"Not far from the Mangalnath Temple lies this Ashram where the great sage and scholar Maharishi Sandipani imparted sixty-four arts [Kalas] and fourteen sciences [Vidyas] to Shri Krishna, Shri Balaram and Shri Sudama in Dwapar Yuga. The skills learned by the three are elaborately depicted through exquisite paintings on the inner walls of the Gurukul. Within the Ashram premises stands a Shiv Mandir whose Shivling is said to be 6000 years old.",0.3182,4
Sandipani_Ashram,dimpoo1971,4.0 of 5 bubbles,Aug 2022,Peaceful,"This place is very peaceful.This is the place where Lord Krishna, Balram and Sudama studied under the guidance of sage Sandipani and hence the name of Ashram.64 forms of the art learned by Sri Krishna is depicted beautifully frame by frame.One should have atleast 1 hour to see entire ashram.",0.5719,5
Sandipani_Ashram,Discover822314,5.0 of 5 bubbles,Aug 2022 • Family,Krishna ki Pathshala,"'Krishna Ki Pathshala' , the place where Rishi Sandipani imparted wordly education in the form of 64 Arts to Krishna and Balrama. Cool, Calm atmosphere and Aura of Ancient Vedic culture strikes you. Staircased water pond (Gomati pond) and its legendary tale ( Krishna bought holiest waters of this land unto the said pond fir his Guru) gives you sense of sacredness. They say they have skilled Sanskrit teachers who carry the rich legacy. Place is well maintained with beautiful forest like tree cover. While visiting the place, one must have little patience to go through beautiful 64 paintings depicting Guru Samdipani teaching 64 Arts to Krishna and Balrama. 64 Arts covers(which were taught around 5000 years back), Skill of Cooking, Dancing, Painting, prducing different colours from plants, Art of sensible dressing, Agriculure, Architecture, creating Mosaic on floor, enhancing word vocabulary, Mantra, Creating Secret code words for communcation, Art of Communication, Playing different games, Solving Riddles/ puzzles, war strategy, cretaing illusions, awarness & conservation of Biodiversity & Nature etc etc..5000 years back, when biodiversity/nature was rich, they thought of preserving Environment!!  And today we say, Environment is new subject!!!Must visit place...",0.9766,5
Sandipani_Ashram,KeshavChakraborty,3.0 of 5 bubbles,Mar 2022 • Couples,Good environment,It is said that Maharishi Sandeepani's Gurukul was here and Krishna and Balram learned the art of life under His teaching.,0.0,3
Sandipani_Ashram,SudarshanKS,5.0 of 5 bubbles,Apr 2022,Lord Krishna's gurukul,"A very well maintained, preserved and explained place. Nice to learn about Lord Krishna's education here, his gurus, the Lord Shivling. The 14 vidyas Lord Krishna learnt. Overall, a good learning and experiene",0.796,5
