Tourist Attraction,Name,Rating,Date and criteria,Title,Review,Compound Sentiment,Normalised Sentiment
Mahalakshmi_Temple,balkivinod,5.0 of 5 bubbles,Feb 2019 • Couples,Darshan in morning ,Best time to have darshan is in early morning as the traffic in the area will be low. The aarti in the morning is must visit. Ensure that you plan trip in advance since parking will be challenge in the locatikn using public transport is best option. ,0.8807,5
Mahalakshmi_Temple,Brinda M,3.0 of 5 bubbles,Jan 2019 • Friends,crowded and claustrophobic,Commercial --- feel very faraway from God ! Great location by the sea but this is taken for granted by visitors/worshippers,0.7205,5
Mahalakshmi_Temple,Hitesh S,5.0 of 5 bubbles,Sep 2018 • Family,HINDU devi Temple,"Very famous Hindu Devi temple, majority fo hindu has faith in this devi temple, situated near sea side, open in early morning and till evening,  people come specially for ""aarti""  pooja. worth a visit.",0.5719,5
Mahalakshmi_Temple,clairely2016,5.0 of 5 bubbles,Apr 2019 • Couples,Amazing experience.,We were taken to view the Temple and also to participate the joyous crowd in their ceremony in the Temple. It was quite a feat and Kapil our very wonderful tour guide explained all the ceremonies which were happening  as well as the history. ,0.8805,5
Mahalakshmi_Temple,Ganesh,5.0 of 5 bubbles,Mar 2019 • Friends,Peaceful,"Mahalakshmi Temple situated at the edge of the sea,is a sight to behold. This place is a must visit for both the believers and non believers, for the  beauty of the temple and the surroundings.The only issue with the temple is that its gets very crowded, specially on festival days and holidays..One can visualise the  peace coming over you, after a darshan .. ",0.8885,5
Mahalakshmi_Temple,Sumitkumar_13,5.0 of 5 bubbles,Feb 2019 • Family,Important temple,Mahalakshmi Temple is one of the important temples of Mumbai. Many people come here to seek blessings of the Goddesses.,0.6486,5
Mahalakshmi_Temple,Ananth 727499,5.0 of 5 bubbles,Apr 2019 • Solo,"A must see place in Mumbai.. Also, the main place of Mumbai.. ","This Temple is the main attraction of Mumbai.. This Temple is the main spit and tourist attraction.. This Temple was built by Dhakji Dadajj in the year 1831. He was a merchant.. From the bus stop, we have to walk about 500 metres to reach the temple.. In the way,  you could see small flower shops with red lotus and also varieties of milk sweets.. You could get some red lotuses and there are separate entrances for men and women in the temple..We could see goddess mahakaali,  mahalakshmi and Mahasaraswathi.. ",0.2263,4
Mahalakshmi_Temple,dmplbksh90,4.0 of 5 bubbles,Apr 2019 • Solo,Superb,"The place is so nice that you will feel blessed. There are number of shops to get the prasad and flowers. I went there at 9 o'clock at night and thus had awesome darshan without waiting in the queue. If you are around, do visit.",0.9172,5
Mahalakshmi_Temple,Karthik R,4.0 of 5 bubbles,Mar 2019 • Family,Popular temple in Mumbai,"Photography is allowed outside the temple and not inside. Again, here, there was no crowd at all and had a very pleasant and peaceful dharshan of the Goddess. We had dharshan in 5-10 minutes and came back. Taxi stand available.",0.7056,5
Mahalakshmi_Temple,VRAMESH,5.0 of 5 bubbles,Apr 2019 • Family,Divine Glory,"The three idols of - Mahaa Kaali, Mahaa Lakshmi and Mahaa Saraswati are glimmering in divine glory, are an excellent blessing to the discerning disciple .Blessings come your way quite naturally provided you pray with utmost devotion and selfless prayers. Must visit place in Mumbai",0.9712,5
Mahalakshmi_Temple,Chirag Mehta,4.0 of 5 bubbles,Jun 2018 • Friends,Next to sea,"The temple is next to see an attracts many devotees during the festival if Diwali, this is among the oldest temple and is devoted to the goddess Lakshmi.",0.8442,5
Mahalakshmi_Temple,vaishalineo21,4.0 of 5 bubbles,Jan 2019 • Family,Crowded but amazing.,Too old temple and very busy on sunday and festivals. Along the seaside the temple has a very good view.,0.6901,5
Mahalakshmi_Temple,Usha65,4.0 of 5 bubbles,Mar 2019 • Friends,Nice temple in the city,The temple is located in the buzy area and on a small hill. One has to walk a bit to reach the temple after parking their vehicle. But it is worth the walk. The idols in the temple are extremely nice and a view of the sea from the temple area is pleasing.,0.903,5
Mahalakshmi_Temple,sudheendrantl,5.0 of 5 bubbles,Apr 2018 • Family,The grand temple of the mother goddess,"It was a great and blissful experience visiting Mahalaxmi! The long wait for several decades ended in Apr'18 when we visited the temple! Blissful darshan, the grand flower decorations that you can buy from the streets leading to the temple were memories to cherish for ever!",0.9605,5
Mahalakshmi_Temple,Zeman,4.0 of 5 bubbles,Oct 2018 • Friends,holy religious place to visit,"facility is well m,aintained if u want to have clean and proper facilty availble so that u can devote lord ganesha peaefully and safely however on imp days there is crowd",0.8739,5
Mahalakshmi_Temple,Divyaraj,5.0 of 5 bubbles,Dec 2018 • Couples,Even if your are hindu or Muslim you can visit this place,Beauty of India can been seen in this place where Hindu temple and Masjid is very much nearby. best place to visit in South Bombay for the people who are definitional.,0.8505,5
Mahalakshmi_Temple,Santosh K,5.0 of 5 bubbles,Feb 2019 • Family,Nice place,Had been to this temple with my family and had s very calm and peaceful visit with a great sea view.,0.8795,5
Mahalakshmi_Temple,Santkal,5.0 of 5 bubbles,Nov 2018 • Family,Nice temple,"Had been to this temple with my family and as itb8s very near to sea, found this place very calm and clean.",0.6764,5
Mahalakshmi_Temple,Chintan m,5.0 of 5 bubbles,Jun 2018 • Friends,Jay matadi..,Nice temple having significant religious importance for the Hindu people. It is also one of the landmarks of mumbai,0.7269,5
Mahalakshmi_Temple,Dev,5.0 of 5 bubbles,Feb 2019 • Friends,Mahalakshmi Temple Darshan,"Great temple, good for off peak hours darshan,No hassle from the temple management / staff.Definitely worth a visit.",0.836,5
Mahalakshmi_Temple,ImVishu,4.0 of 5 bubbles,Aug 2018 • Friends,small but good,"as i have heared about this temple i went there i thought it must be big temple but its not that big but its good there are a lot of pigeons inside that temple,quite good place to visit in mumbai near mahalaxmi area.highly recommended this place,worth visit...",0.872,5
Mahalakshmi_Temple,surbg19,5.0 of 5 bubbles,Dec 2018,Holy temple in Mumbai,"Mahalaxmi is one of the most famous temples in Mumbai - of Hindu Goddess Laxmi. A religious person travelling to Mumbai always visits Siddhivinayak and Mahalaxmi temples. As usual at temples in India, you can expect a queue to enter the temple. The view of the Arabian sea and beach from the temple is just amazing.  ",0.5859,5
Mahalakshmi_Temple,Deepa,4.0 of 5 bubbles,Mar 2018 • Family,Beautiful structure,Mahalaxmi temple in mumbai is very beautiful and place is very well maintained.We can enjoy a tides on backside of temple. Haji ali masjid scene is very beautiful from their.We can shop their like prasad of goddess as well as other pooja items.One should visit this place if you are visiting Mumbai.,0.9576,5
Mahalakshmi_Temple,Kruttiventi_Arun,4.0 of 5 bubbles,Dec 2018 • Friends,Oldest temple of South Mumbai,"Spacious, Pois temple in South Mumbai.  It has good view outside the temple.  Some times the temple is crowded during auspicious days and during aarti times.",0.4404,4
Mahalakshmi_Temple,arun_sun1986,4.0 of 5 bubbles,Jan 2019 • Family,"Famous, auspicious and well managed laxmi temple in Mumbai","one of most famous temple of goddess mahalaxmi surrounded by sea and located in one of the posh areas of mumbai. Here one can get a peaceful darshan and spend good time enjoying view of haji-ali. It is crowded on few occasions of year such as fridays, navaratri and during laxmi pooja,s but crowd management is pretty good and well managed...thus one can see all three mahalaxmi goddess pretty closely. This is must visit temple or any person staying in mumbai.",0.9655,5
Mahalakshmi_Temple,Ramkumarr Seshu,5.0 of 5 bubbles,Feb 2019 • Friends,Divine Experience,"This is a must visit temple in Mumbai.Its serene and divine, one gets immersed in a spiritual experience",0.765,5
Mahalakshmi_Temple,KiritK,5.0 of 5 bubbles,Feb 2019 • Couples,Laxmi Ma,Peaceful darshan of Goddess Mahalaxmi sorounded by sea n water from all sides and Mumbais landmark a must for all tourist coming to Mumbai avoid sunday n holidays,0.5994,5
Mahalakshmi_Temple,ravi p,5.0 of 5 bubbles,Jan 2019 • Family,A must visit temple if ur n mumbai,Went there on January 1st and the temple was extremely busy with long ques.. I have to say that the Q’s are very well managed by the temple staff and not like siddi vinayaka temple where it was chaos when I went on the same day..A delightful experience when ur in the temple premises and see three mahalaxmi’s goddess..,0.0984,3
Mahalakshmi_Temple,prabhavmusaddi89,4.0 of 5 bubbles,Jan 2019 • Friends,Good Temple,This temple is certainly a good visit and also one of the oldest in Mumbai and the best part is that it is not crowded.,0.8591,5
Mahalakshmi_Temple,rjpriyanka,5.0 of 5 bubbles,Aug 2018 • Friends,Jai matadi,"This is one the most famous hindi temples in  the town,  dedicated to goddess of money, diety Mahalakshi.",0.4588,4
Mahalakshmi_Temple,Umang A,4.0 of 5 bubbles,Jul 2018 • Friends,Jai Mata Di,"Most famous Mataji ka mandir in Mumbai. This temple is dedicated to deity Mahalakshmi, goddess of Money. ",0.4588,4
Mahalakshmi_Temple,Dobanjare,5.0 of 5 bubbles,Jan 2019,Good temple,It is not very far from the Haziali dargah. Visit both the places if you get time. Temple has bery big complex and not really crowded as other temples.,0.0,3
Mahalakshmi_Temple,Gavin R,5.0 of 5 bubbles,Jan 2019 • Family,A SPIRITUAL PILGRIMAGE,A very uplifting experience. For a Hindu this is one of the key places to visit in Mumbai. If you can stand jostling crowds and queues then you should do this. We went at 5.45am to catch the early morning prayer(this starts at 6.00am everyday and the temple opens then) on a Friday and it was not that busy. I did go during Navaratri and I stood in a line for 3 hours! Remember to carry cash to buy offerings from the local vendors and to make a donation to the temple if you can.You have to walk bare feet and access to the main temple is up a steep flight of stairs - so make sure you have no cuts or open wounds on your feet. There is no wheel chair access.It is well worth the visit though!,-0.1545,3
Mahalakshmi_Temple,KapilDwivedi,5.0 of 5 bubbles,Dec 2018 • Family,Avoid Sunday.,Mumbai's oldest temple is one of the famous and most devoted temple in mumbai people visit from various places and if you get time you can visit Hajiali too which is nearby.,0.4576,4
Mahalakshmi_Temple,RoyDebashis,4.0 of 5 bubbles,Dec 2018 • Family,Long queue to enter the temple,I have been there on weekend and the place was full with devotees. I had to wait in a long queue to enter the temple. But I just had a few second stay inside the temple. For someone new this place is difficult to access. If any tourist have limited time then it is wise to not enter to this temple. Outside the Mahalakshmi temple there is another Shiva temple which is much crowd free and pleasant to visit. ,0.8658,5
Mahalakshmi_Temple,charoos,4.0 of 5 bubbles,Jan 2019 • Couples,Goddess of Wealth,"The most revered goddess and hence most visited temple, right in the heart of South Mumbai, on the Arabian Sea. Often very crowded and long queues, so if one is only a visitor, avoid festival days and even morning hours. The temple is situated at the end of a narrow lane, hence no cars and no parking.",0.2944,4
Mahalakshmi_Temple,Born Bhukkads,5.0 of 5 bubbles,Jan 2019 • Friends,Temple built in 1831,"Located at one of the busiest streets of Mumbai. The temple has Tridevi goddesses Mahakali, Mahalakshmi, and Mahasaraswati.Some imp tips- ques are different for ladies & gents. No cameras are allowed or neither the mobile photography.",-0.296,2
Mahalakshmi_Temple,Nirja,3.0 of 5 bubbles,Dec 2018 • Couples,Temple,"It's a famous Mahalakshmi temple. Very popular among Hindu devotees. It's by the seaside, view is blocked now due to security reasons. There's huge crowd n long queue during festivals like Navratra, Diwali etc. If you are a devotee than a must visit.",0.9152,5
Mahalakshmi_Temple,Storyteller586586,5.0 of 5 bubbles,Dec 2018 • Family,Divine,The mahalaxmi temple is one of the most visited temples in mumbai. It is a huge temple and thre is lots of public. Worship at this temple gives you positive vibes and peace.,0.891,5
Mahalakshmi_Temple,Punit,5.0 of 5 bubbles,Sep 2018 • Business,Temple at sea-shore,"This is a temple at sea-shore of Maa Mahalaxmi, the revered goddess. Being at sea-shore, there is cool breeze blowing around here.",0.6808,5
Mahalakshmi_Temple,Zarin S,4.0 of 5 bubbles,Dec 2018 • Friends,Mahalakshmi Temple,Since I stay close by I visit the temple as per my mood.  Never go on a Friday because it will be jam packed with devotees.  There are two lines separate one for ladies and gents.  Luckily the lines move quickly.  After you come out breathe in the salty sea breeze.  In the compound all the Gods and Goddess pictures are sold.  Also the famous Dal vada is there.  They are delicious,0.8176,5
Mahalakshmi_Temple,Sneha65,5.0 of 5 bubbles,Dec 2018 • Family,Famous Laxmiji Temple,It is at walking distance from Mahalaxmi station on western line. It is situated near sea. Backside of temple has got very good view. ,0.4927,4
Mahalakshmi_Temple,gaurav4321,5.0 of 5 bubbles,Nov 2018 • Family,Very well managed temple,We visited on day of Laxmi Poojan. To our surprise it was relatively less crowded and we had nice Darshan of idol. They have closed seashore area on backside. Overall best place for hamate to Laxmi. ,0.8442,5
Mahalakshmi_Temple,MANCHIMASTER,3.0 of 5 bubbles,Dec 2018 • Friends,Mahalaksmi temple,"Any Hindu who visits Mumbai will visit mumbadevi, babulnath, banganga and mahalaksmi temple . All places can be visited in one day.",0.0,3
Mahalakshmi_Temple,satkr,5.0 of 5 bubbles,Nov 2018,One of the most auspicious  temples of Mumbai,"One of the well known auspicious temples in Mumbai. Devotees, visitors and tourists all visit and seek blessing. May expect long ques during festivals.",0.8074,5
Mahalakshmi_Temple,1Jayanthi,5.0 of 5 bubbles,Oct 2018 • Family,The Goddesses of Mumbai,"It is believed that Mumbaikars so blessed because of this Goddess. Even though the approach roads are narrow , the arrangements inside the temple are good enabling fast darshan. There is video coverage of the Goddess.the temple abuts the Arabian sea and one look at Haji Ali from the back side of the temple",0.8356,5
Mahalakshmi_Temple,Suniel Bharwani,5.0 of 5 bubbles,Nov 2018 • Solo,Goddess of wealth resident of the oceans has risen to the fore to Bless one and all with her “Ashta Lakshmi Powers”,"Mythologically Devi Mahalakshmi”s home is known to be the depth if the oceans along with her divine consort Narayana reclining on the Shesha.Like during the samudra Manthan the devi upon churning of the oceans rose to the fore and re-instated the prosperity energy back to the Devatas and those inflicted by her absence.This subtle energy of Mahalakshmi wielding the triune power has chosen to anchor her benevolent energy in this temple at Bhulabhai Desai Road.The Temple though relatively small in size,In my personal experience it reveberates with the bountiful energy of the divine Ashta Lakshmi”s.The temple can be ascended through a flight of stairs is indeed a clean and beautiful temple,very good for darshan, for circambulation, for emotional healing as well as meditation on the benches.The back of the Temple is the mighty ocean who caresses the devi with her cool breeze and healing sound.I really love visiting this temple and it feels like internal homecoming for my materially shackled soul.Am blessed the Goddess has chosen a very accessible geographical area where all her devotees could revel in her grace,bounty and benevolence.Kudos to the temple management and all devotees whose prayers have ensured that the Devi chooses to continue to anchor her divine energy here.Hope that lots of people throughout the globe visit this temple and enjoy the auspiciousness energy that one gets enveloped in upon entering this divine temple.",0.9954,5
Mahalakshmi_Temple,Tanvi Rasania,5.0 of 5 bubbles,Nov 2018 • Family,Mahalakshmi🙏,Dedicated to goddess of wealth..Mahalakshmi..this temple was built in 1831 by a hindu merchant dhakji dadaji.There are stalls near temple that sell flower garlands and other paraphernalia used by devoteesAfter your darshan..go backside of the temple..for watching the beautiful view of the sea.Also there are some food stalls too.,0.7845,5
Mahalakshmi_Temple,Ram,4.0 of 5 bubbles,Nov 2018 • Couples,A very popular temple,"Visited on a  working day and the crowd was manageable. The queue was organized and i did not have to buy a special ticket. They have separate lines for men and women.You can make offerings or offer special puja,etc but time at the sanctum sacntorum is minimal and the security staff don't allow you more than a few seconds.",0.586,5
Mahalakshmi_Temple,KeshavChakraborty,4.0 of 5 bubbles,Nov 2018 • Couples,Admirable place,This is one of the famous temples of Mumbai as well as India and Goddess Mahalaxmi is worshipped here.The sanctum is decorated with flowers and Golden.You will have Darshan of Goddess Mahalaxmi by following the queue originating from outside the entrance.But u can't photograph which is very sad.,0.3415,4
Mahalakshmi_Temple,Juliagoolia2015,5.0 of 5 bubbles,Nov 2018 • Business,one of the best temples to see in Mumbai!,I go to this amazing temple every time I am in Mumbai.  It's just so lovely to see the people and the lovely ritual to make the offerings.  it's a must see!,0.9479,5
Mahalakshmi_Temple,Sandy,3.0 of 5 bubbles,Nov 2018 • Solo,Such a pious place and highly mismanaged,"Visited this place on a normal Saturday but looking at the crowd throng this place, my mind was out of place. There were men, women, children and almost all chances of stampede like situation. There was no people or police to manage the show. No sign of where you have to remove the shoes or sandals. You could see chappals and shoes here and there everywhere throughout the road.  Finally after deep struggle had darshan of Mata which made my day",-0.803,1
Mahalakshmi_Temple,Sunil G,4.0 of 5 bubbles,Oct 2018 • Solo,Good place for prayer,Its a good place for praying Maa Kali. The place is reachable by all kinds of public transport and the place is kept clean.,0.7964,5
Mahalakshmi_Temple,the_tanmoy,5.0 of 5 bubbles,Oct 2018 • Family,Tourist attraction - three Goddesses,"Situated at the middle of the city, this is a public attraction spot. Similar to Siddhivinayaka temple, a lot of people come here every day. There are three Devi's here - Kaali, Lakshmi & Saraswati when you enter the main shrine.",0.4588,4
Mahalakshmi_Temple,CA108,5.0 of 5 bubbles,Oct 2018 • Couples,Here is the source of Mumbai's creativity and affluence,This temple is considered one of the supreme sites for Mahalakshmi's blessings. You can leave your sandals where you purchase your offerings. There is a tent covering the entry way so you have shade on those special days when there is a long line.,0.8625,5
Mahalakshmi_Temple,Shabri,5.0 of 5 bubbles,Oct 2018 • Business,Inner Peace,"Looking at Mahalaxmi skyline from the busy roads of Mumbai, you would almost not realised that the sea front houses this beautiful black stone temple that houses idols of the three Goddesses - Mahakali, Mahalaxmi and Mahasaraswati. The temple has a lovely courtyard around it - one of my favourite temples to visit in Mumbai for the peace it offers once you enter the temple premises. Recommended to visit early morning if you wish to avoid the crowds and the queues.",0.9352,5
Mahalakshmi_Temple,sanjaygupta6,5.0 of 5 bubbles,Oct 2018 • Couples,Holy visit,"One of the must visit in mumbai, one of the most famous temple of goddess Laxmi, goddess of wealth, well maintained.",0.6486,5
Mahalakshmi_Temple,BomiPardiwalla,3.0 of 5 bubbles,Oct 2018 • Family,Crowded,"Its thronged with devotees and usually no place for mental peace or worship. There are serpentine queues to enter, and total waste of time",0.296,4
Colaba_Causeway,Acineto,4.0 of 5 bubbles,Jan 2023,Busy area,"The causeway just really busy with newer shops as well as a street market and plenty of restaurants. It is quite an experience since the place is very packed with stalls on either side of the footpath, so pedestrians have a narrow path to go in either direction. The road is quite busy, but some people were walking on the street side, but you do lose the experience.The stalls sell a variety of items like clothes and accessories to pans and fruit. The shops are also accessible if you're able to get through the crowds to the store entrances.There are plenty of things to experience around here and worth a visit if you're in the area, particularly if you have come from the Gateway of India.",0.3818,4
Colaba_Causeway,DipuKV,5.0 of 5 bubbles,Jan 2023,Lovely,Was in the area for dinner. Walked around the lanes. Vibrant atmosphere. Heritage feel. Options aplenty for entertainment.,0.7351,5
Colaba_Causeway,Pradeep S,5.0 of 5 bubbles,Oct 2022,Heart of the city,A great place to hang out. Just the place to get a feel of this town. Many interesting and historical place to see.,0.7783,5
Colaba_Causeway,Sandy_JSR,4.0 of 5 bubbles,Aug 2020,Vibrant,"Colaba Causeway is a commercial street, and a major causeway or land link between Colaba and the Old Woman's Island in the city of Mumbai. It lies close to the Fort area, and also close by many Mumbai's famous landmarks like, the Gateway of India and Taj Mahal Palace & Tower. The place is famous for various shopping options including cheap, street clothes to fashionable shops, this lane offers everything. One can stroll through the footpaths and window shop for clothes, shoes, purses, jewelry etc. It also has several restaurants. The place is generally crowded in most of the time and a good place for some interesting photo ops.",0.6486,5
Colaba_Causeway,Rani75,4.0 of 5 bubbles,Jan 2021,Shopping Hub,"Good place for shopping lovers.Bargaining can be done,u get lovely stuff.I love shopping at this place",0.8979,5
Colaba_Causeway,SHIV KUMAR D,5.0 of 5 bubbles,Nov 2019 • Business,Lovely place with lovely people around,"Take a stroll and you will have the first hand glimpse of Lively Mumbai... lovely place to dine, shop and make memories",0.872,5
Colaba_Causeway,SalimM,3.0 of 5 bubbles,Dec 2019,Popular area,"Colaba Causeway is the heart of Mumbai. The buildings in this area date back to the time of the British rule, which gives a tranquil and peaceful old-worldly vibe. Some of the most popular restaurants of Mumbai can be found here. However, Colaba Causeway is most famous for its shopping centres. You can everything here, including clothes, antiques, home décor, electronics, jewellery, furniture, accessories, perfumes and handbags. And you can get all these at throwaway prices too! There are also some boutiques and high-end shops here. Visiting Colaba Causeway should be on everyone's itinery when visiting Mumbai.  The pavements are packed with stalls selling everything you can imagine. Then there are the shops. You can hardly move. Oh remember to bargain.",0.8217,5
Colaba_Causeway,WatfordNeil,5.0 of 5 bubbles,Jan 2020 • Solo,Fascinating street. Great and busy place to look around. ,Fascinating street. Great and busy place to look around. Lots of market stalls selling all sorts of interesting goodies. Barter hard if you are buying anything. ,0.872,5
Colaba_Causeway,Nisha,5.0 of 5 bubbles,Feb 2020 • Solo,Nice,Colaba causeway is mumbais one of the nice place to hang out it's lovely sea look market and very cheap and cloths shopping there such a lovely shopping there,0.886,5
Colaba_Causeway,Nazneen K,3.0 of 5 bubbles,Feb 2020 • Friends,Cheaters,Tye street is good for shopping but they sure fleece you as there is.no standardization of prices. Bargaining is a must. Foreigners are always quoted much much more,0.5994,5
Colaba_Causeway,ashwin k,4.0 of 5 bubbles,Oct 2019 • Friends,Rasta shopping,Interested in roadside shopping? Then this is the place you can find your ideal place Preferably for females,0.7269,5
Colaba_Causeway,Oneil,1.0 of 5 bubbles,Jan 2020,Avoid !!!,"You need an armoured car to go through this stretch of road. Buses, cars, scooters, motorcycles, bicycles etc clog the road & take U-turns as & when they want obstructing the whole traffic. Hawkers clog the footpaths & attempt to fleece you. Tourists, sorry, there is no space left for you !!!",-0.4724,2
Colaba_Causeway,karthik0410,5.0 of 5 bubbles,Nov 2019,Shopping,Colaba Causeway is famous for its street shopping - from clothes to bags to shoes to jewelry. Do bargain hard as the prices are always bloated.,0.1027,4
Colaba_Causeway,Krishna,5.0 of 5 bubbles,Jan 2020,Street shopping,Located near regal cinemas this place is 15 min walk from the Churchgate station. A must visit place if you love street shopping. All accessories and clothes will be with great range but you need to have great bargaining skills,0.8957,5
Colaba_Causeway,OppulentDurbanTraveller,5.0 of 5 bubbles,Dec 2019,Excellent trading amidst a rich cultural background,"Colaba Causeway never ceases to amaze me. You can basically find anything that you desire on this street -- eastern wear, western brands, plenty of restaurants etcIf you want to enjoy Colaba without the hussle then you are advised to have an early start at about 10am to about midday. As the day progresses into the afternoon and evening it gets progressively busier and extremely noisy and hectic.Excellent for shopping and eating ...",0.3307,4
Colaba_Causeway,attapalace,4.0 of 5 bubbles,Jan 2020 • Business,Good for gifts,"Nice place to buy gifts but sellers triple prices at first so you have to discuss the price , it is near the gate of india ",0.2263,4
Colaba_Causeway,Deborah K,4.0 of 5 bubbles,Dec 2019,Lots of amazing buildings,"I really loved the old architecture here and so many sneaky but fantastic cafe's to explore.  Got my first Rum and Coke in India in one little bar here.  If you like older, less modern surrounds, you'll like this area.",0.9247,5
Colaba_Causeway,Chantal P,3.0 of 5 bubbles,Nov 2019,Colaba Markets,"A nice walk and plenty to buy -- watch out for beggars and everybody is asking for money, mother and child, small child, even shop owners from connecting streets are looking to lure you over to their shops ... We were wanting to buy specific items (toys and jewelry) - found beautiful silver elephant pendant earrings for pierced ears. Also bought some crystals and embroidery. Long walk along the footpath, in the heat but sheltered from direct sun. I was also looking for a 'muscle' shirt... did not find.",0.5187,5
Colaba_Causeway,seeker_here,4.0 of 5 bubbles,Nov 2019,Great Shopping Experience,Colaba Causeway is a great place to stroll and do some street shopping. Nice place to pick up some local Mumbai goodies.,0.7845,5
Colaba_Causeway,Lena C,5.0 of 5 bubbles,Dec 2019 • Couples,THE place to go for souvenirs,"Busy street crowded with brick and mortar shops and street vendors. Not for the faint of heart, but definitely the best spot for souvenirs. Be ready to bargain",0.9413,5
Colaba_Causeway,Vikas Singh,5.0 of 5 bubbles,Dec 2019,Do not come back without strolling along the causeway,"Colaba Causeway was completed in 1838 to connect the southern most islands of Mumbai to its mainland. Strung along the causeway are a wonderful mix of residential colonies, churches, shops and restaurants. The walk starts from Regal cinema which was the first art deco structure to come up in Mumbai. Parsi restaurants like Cafe Mondegar, Leopold cafe and Cafe Olympia can be nice pit stops as you stroll enjoying the sights.",0.8957,5
Colaba_Causeway,Maria B,4.0 of 5 bubbles,Oct 2019,nice shopping area,virtually loaded with lots of shops. Bargaining with vendors is possible and most locals do bargain for stuff. ,0.2648,4
Colaba_Causeway,MArora_India,4.0 of 5 bubbles,Sep 2019,Must visit place for street shopping,"Colaba is known for its old architecture and shopping. The street provides the latest fashion whether its clothes, shoes, jewelry or decoration items. The street is alive in evening. One can shop for one's heart content but one must be proficient in bargaining. There are lots of restaurants but since the crowd is there, they would like you to leave as soon as possible....",0.5789,5
Colaba_Causeway,Anika S,4.0 of 5 bubbles,Dec 2019 • Friends,"Nice street shopping ,some good eateries here .","One can shop for things like fashion Jewelry,garments ,shoes,fruits ,bags .There are brands like Jockey ,Speedo etc and many good restaurants like Leopold's,Cafe Mondegar,Mc Donald's  etc here .Parking is an issue as not allowed on main road ,it is really busy street with lot of buses,vehicles and people walking by.",0.8555,5
Colaba_Causeway,macedonboy,4.0 of 5 bubbles,Nov 2019,Nice touristy area of Mumbai,"The Colaba Causeway is a major street in Colaba and historic area of Mumbai. Lots of historic buildings and shopping (some very expensive) to be had in this area. The area is pretty touristy and therefore pretty safe to walk around, day or night.",0.8519,5
Colaba_Causeway,Jeff See,5.0 of 5 bubbles,Apr 2019 • Couples,Beautiful India ,"One has to be there to complete your Mumbai tour. We walked and walked. We had breaks at food outlets, road side tea stalls. Around 5pm in the evening, it was rush hour for office workers to go home. Police put up barriers to stop traffic from certain roads and makeshift sellers all sprung into live. That's Mumbai way of living. If one like copper cookware, Mumbai is heaven for you. ",0.6908,5
Colaba_Causeway,exploring the best,4.0 of 5 bubbles,Nov 2019 • Friends,Shopper's Paradise.,"Colaba Causeway, officially known as Shahid  bhagat singh Road, is a commercial street, and a major causeway  between colaba and the  old woman's island in Mumbai. Today it is termed as the 'Culture Square' of Mumbai. The architecture of the area is reminiscent of the old Bombay, fact highlighted by buildings like, National Gallery of Modern Art, Regal Cinema, Chhatrapati Shivaji Maharaj Museum and Cusrow Baug, a Parsi residential colony. Plus the area is also hub of various art galleries, which makes this area a natural destination for artist community.And from retail showrooms, and small shops dealing in electronic goods, cosmetics, it a has book stall dating back several decades besides having numerous small shops and footpath outlets selling everything from artifacts to shawls, carpets and minor antiques which make tourists, backpackers and local from South Mumbai.Among the restaurants, cafes and roadside eateries that make the street popular with tourists and locals are the Indian Mughlai fame Delhi Darbar restaurant, Cafe Churchill, Kailash Parbat and Gokul.",0.836,5
Colaba_Causeway,John,5.0 of 5 bubbles,Sep 2019,colaba craziness!,"when staying in mumbai colaba is a great location, so much to do in this area with markets etc but also the great and bustling colaba causeway. many stalls to check out but be sure to bargain hard for the product you want.",0.9217,5
Colaba_Causeway,namyno,5.0 of 5 bubbles,Jan 2019 • Friends,Must visit place in mumbai,"Great place for street shopping. If you are fan of earrings , jhumkas , handbags, and similar stuffs then you should visit there. There are good options for dinner, great restaurants are there as well.",0.9382,5
Colaba_Causeway,DayTrip57865079946,3.0 of 5 bubbles,Aug 2019,Colaba Chaos,"Fun to walk along the stalls and watch the locals barter, but don't touch anything unless you plan to buy it!",0.3489,4
Colaba_Causeway,Jayesh Shinde,5.0 of 5 bubbles,May 2019 • Couples,Shoppers stop,This is the famous street shopping place in the Colaba area. Located on the pathways along the main road. Gets very much crowded during weekends. Variety of items here is very good. Nice place to shop for footwear.,0.7408,5
Colaba_Causeway,Gautam Pendharkar,5.0 of 5 bubbles,Sep 2018 • Family,Shoppers Paradise,"You can get anything from electronic items to trendy apparel, footwear, eatables etc. This is one of the most happening place in South Mumbai. A must do for city dwellers and tourists ",-0.0772,3
Colaba_Causeway,rjpriyanka,4.0 of 5 bubbles,Nov 2018 • Friends,Street shopping,"This is the most famous place for street shopping in Mumbai, you will get anything here from antiques to clothes to watches to footwears...",0.0,3
Colaba_Causeway,Umang A,3.0 of 5 bubbles,Dec 2018 • Friends,Street shopping,This is the most famous street shopping place in Mumbai. Located in the most posh area of Mumbai and you can get anything here ,0.0,3
Colaba_Causeway,MausumiDatta,5.0 of 5 bubbles,May 2019 • Solo,stroll down colaba causeway,"Leopold's Cafe , a must visit ! A walk in the area will take you on an inexpensive shopping spree of knick-knacks as well as casual clothes.",0.4926,4
