Unnamed: 0,City,Attraction,Summarised Review,Compound Sentiment,Normalised Sentiment,Mean Rating
4,Hyderabad_Hyderabad_District_Telangana,Taj_Falaknuma_Palace,a souvenir shop in the palace which needs an improvement from collection and pricing perspective (collection is not that great and pricing is on the higher side) . we were offered free mocktails(sugar laden coloured water) and free desserts .,0.7435,5,4.7
5,Hyderabad_Hyderabad_District_Telangana,Charminar,charminar is famous for many things but is most known for the lip smacking dishes and great bargain shopping . the area around the monument is just like any old city area in india eg old Delhi/Chandani Chowk .,0.9022,5,3.95
6,Hyderabad_Hyderabad_District_Telangana,Chilkur_Balaji_Temple,"temple opens at 5am so if you are planning plan early in the morning and avoid weekend as there will be so many devotees and sometimes it takes more than few hours . temple is silent, peaceful, calm and serene .",0.7951,5,4.61
7,Hyderabad_Hyderabad_District_Telangana,Chowmahalla_Palace,"the former residence of Nizam,once the richest person on earth still very unmaintained,needs to do lots of efforts to maintain and refurbish . it's well preserved palace and kept pretty well .",0.8689,5,4.38
8,Hyderabad_Hyderabad_District_Telangana,Shri_Jagannath_Temple,"the main temple houses Lord Jagannath along with his siblings, Lord Balabhadra and Devi Subhadra . parking is very much available and the great time to visit is in the evenings where the Temple has a beautiful view .",0.8402,5,4.69
9,Hyderabad_Hyderabad_District_Telangana,Nehru_Zoological_Park,"if you landed in HYDRABAD, you can add this zoo to your **visiting list** . all animals are kept in natural settings, though sometimes a little small .",0.3612,4,4.12
10,Hyderabad_Hyderabad_District_Telangana,Calvary_Temple,calvary temple is called the heaven on the earth.Many people can find peace there.,0.7783,5,4.91
11,Hyderabad_Hyderabad_District_Telangana,Shilparamam_Cultural_Society,a theme based exhibition was going on in ShilpaRaman till 31-Dec'22 . the visitors included mostly families while some youngters (seemingly college students) also visited in groups .,0.0,3,4.28
12,Hyderabad_Hyderabad_District_Telangana,Hussain_Sagar_Lake,the lake is highly polluted and stinks at several places . boat trips are available to get to the statue in the middle of the lake .,-0.6764,1,4.05
13,Hyderabad_Hyderabad_District_Telangana,Plaza_Premium_Lounge_Domestic_Departures,the plaza premium lounge is located on level 2 . it has a nice view of the runway and a good buffet with a wide selection .,0.6908,5,4.2
14,Hyderabad_Hyderabad_District_Telangana,Inorbit_Mall,"one of the biggest & best in the city, situated with in Hitech city, in a posh prime area, since decade . a very good place to spend time and enjoy your shopping along with food court .",0.8908,5,4.24
15,Hyderabad_Hyderabad_District_Telangana,Tank_Bund,tank bund is a water storage tank but very huge and deep . the famous aspect of Tankbund is The Buddha statue which was set in the mid of the tank .,0.5251,5,4.14
16,Hyderabad_Hyderabad_District_Telangana,ISKCON_Hyderabad_Sri_Sri_Radha_Madanmohan_Mandir-Hyderabad_Hyderabad_District_Tel.ht,a place where Hindu tradition is still alive and Its a kind of experience to visit . temple was built in late 60s under direct supervision and planning by Srila Prabhupada swamiji .,0.3818,4,4.41
17,Hyderabad_Hyderabad_District_Telangana,Buddha_Statue,the whole lake was filled with lights and the statue was also illuminated . there was a light and sound show which we skipped and also there were rides .,0.0,3,4.19
18,Hyderabad_Hyderabad_District_Telangana,Peddamma_Temple,a 150 year old historic maari temple with huge premises and lot of devotees known for its customs . my visit was calm and devotional.,0.743,5,4.49
19,Hyderabad_Hyderabad_District_Telangana,Hyderabad_International_Convention_Center,"hotel is a great facility to host conferences, all-hands meetings, and company get-togethers . rooms are spacious with well stocked minibars and modern air con systems .",0.7351,5,4.44
20,Hyderabad_Hyderabad_District_Telangana,NTR_Garden,"a very big garden cum park in front of Hussain sagar lake, one of the prominent attraction of Hyderabad . one can see Buddha statue and Birla temple both, Nicely maintained, many varieties of flowers, many options for children to play .",0.8625,5,4.0
21,Hyderabad_Hyderabad_District_Telangana,Sudha_Cars_Museum,one passionate man has turned his passion for different types of cars into a visual treat for the visitors . the museum has a unique crazy set of cars on display which you can't even think of .,0.7717,5,4.27
22,Hyderabad_Hyderabad_District_Telangana,Sri_Ramakrishna_Math,"'the math' is dedicated to the Field of Education with their Institution for Foreign Languages . students of all age groups have an opportunity to learn English,French,German,Spanish etc.",0.7003,5,4.6
23,Hyderabad_Hyderabad_District_Telangana,KBR_National_Park,a must visit park for early risers and people who would love to have brisk walks . children can enjoy the occasional company of peacocks around the park . as its national park few people saw snakes during day time .,0.8402,5,4.38
24,Hyderabad_Hyderabad_District_Telangana,Wonderla_Amusement_Park,"i visited Wonderla Hyderabad first time with family based on the good reviews and mainly because of the 699/- offer, but got a very very bad experience . the standard time was mentioned as 90minutes .",-0.6865,1,3.36
25,Hyderabad_Hyderabad_District_Telangana,Qutb_Shahi_Tombs,"the Qutub Shahi Tombs are beautiful architectural structures, though they house the tombs of the rulers of an era gone by & their families . originally planned for only the ruler, there were seven of them but the last one decided to include tombs for the family",0.3506,4,4.26
26,Hyderabad_Hyderabad_District_Telangana,Lumbini_Park,"Located at one corner of Hussain sagar lake, opposite to secretariat & NTR park . laser and light show is the top attraction and u get regular ferries to Buddha statue .",0.5859,5,3.69
27,Hyderabad_Hyderabad_District_Telangana,Hare_Krishna_Golden_Temple,more than 50 full time devotees are serving rla Prabhupda's mission of spreading Krishna Consciousness through the Hare Krishna Movement .,0.128,4,4.83
28,Hyderabad_Hyderabad_District_Telangana,Sanghi_Temple,the temple of lord Durga and Nava Graha Mandapam is there in open place . there are two ways to reach this temple one is steps way which is very inclined .,0.0258,3,4.2
29,Hyderabad_Hyderabad_District_Telangana,Necklace_Road,necklace road is very famous place in hyderabad we can see here a lot of people everyday evening . good place for an evening drive though parking can be a big headache.,0.4404,4,4.05
30,Hyderabad_Hyderabad_District_Telangana,Mecca_Masjid,masjid nearer to charminar is very crowded and not well maintained . about 8000 workers were involved in the construction of this mosque . it draws hundreds of tourists from across the globe .,-0.2057,3,3.86
31,Hyderabad_Hyderabad_District_Telangana,The_Forum_Sujana_Mall,"forum sujana pvr mall has a lot of shopping experience with huge discounts . food stalls like burger king,kFC,pizza hut,dominos,etc..are had..great time spending .",0.5859,5,4.29
32,Hyderabad_Hyderabad_District_Telangana,Snow_World,"if you want to experience snow fall and really low temperature, you may consider to visit as childrens will love the ambience inside the snow room . entry fees are huge but its heaven for kids and teens as its adventure for them .",0.878,5,3.92
33,Hyderabad_Hyderabad_District_Telangana,GVK_One_Mall,"the place had relatively fewer visitors, compared to other malls of similar type . it may be a popular place to shop among the locals, however, the tourist may consider to skip this place .",0.4215,4,4.13
34,Hyderabad_Hyderabad_District_Telangana,Shri_Ashtalakshmi_Temple,astalakshmi temple is the only temple with 6 goddesses in hyderabad . it's closed from noon till 4pm and the sun could easily heat up the marbles .,0.34,4,4.41
35,Hyderabad_Hyderabad_District_Telangana,B_M_Birla_Planetarium,the science museum on ISRO is a nice place for young kids and family to have an idea about our solar system . the ground floor has a lot of interesting science concepts explained in a simple way .,0.6705,5,4.11
36,Hyderabad_Hyderabad_District_Telangana,Laad_Bazaar,Laad Bazaar is situated near Charminar and is popular among those who like bargaining hard . charminar pearls have the same price to tourist and the local people and one more surprise they are giving cash back value .,0.8777,5,4.03
37,Hyderabad_Hyderabad_District_Telangana,Moula_Ali_Dargaha,"Approximately 500 steps to climb, not a difficult one, not too steep either . best time to climb is in the evening or early morning as sun can get hot .",0.7438,5,4.39
38,Hyderabad_Hyderabad_District_Telangana,Shilparamam,"there are stalls from different states showcasing their handicrafts . there is a small food court for snakcs, lawns for kids to play, complete family outing .",0.34,4,4.26
39,Hyderabad_Hyderabad_District_Telangana,Shyam_Mandir,"temple is located near to Kachiguda Railway station, which is a buzzing place . but once you enter the temple in the evening, you find the place very peaceful . the temple is very well-maintained and contains a number of shrines .",0.7343,5,4.37
40,Hyderabad_Hyderabad_District_Telangana,Balkampet_Yellamma_Temple,yellamma temple in hyderabad is very ancient temple with great history . people came to know the water flowing from the head side portion of the idol has curative powers and skin diseaces are being cured .,0.6249,5,4.7
41,Hyderabad_Hyderabad_District_Telangana,Osman_Sagar_Lake,the lake is really good and clean and well maintained and the best thing is to watch sunset at evening . this place has a park which I haven't liked personally .,0.8786,5,3.86
42,Hyderabad_Hyderabad_District_Telangana,Birla_Science_Center,"if you want to enjoy the show at planetarium, reach the place early..say 45 minutes.....",0.5574,5,4.16
43,Hyderabad_Hyderabad_District_Telangana,Ocean_Park_India,the best time to travel is during summer season to enjoy the water rides and beat the heat . oceam park is a good place for all aged people .,0.8834,5,3.74
44,Hyderabad_Hyderabad_District_Telangana,Paigah_Tombs,paigah tombs is located in santosh nagar near owaisi hospital . there is no entry fee and there is a care taker who is knowledgeable .,0.25,4,4.33
45,Hyderabad_Hyderabad_District_Telangana,Rajiv_Gandhi_International_Cricket_Stadium,the stadium is a really huge and I visit often because of the IPL matches . the open stands are vulnerable to hot humid conditions along with rain and the seats are too close .,0.1761,4,4.15
46,Hyderabad_Hyderabad_District_Telangana,Karmanghat_Hanuman_Temple,many devotees visit hanuman temple on saturday and tuesday . for archana and abhishekam you need to visit early as they sell less tickets . this place has got its creation and faith in god .,0.7579,5,4.39
47,Hyderabad_Hyderabad_District_Telangana,Nizam_Museum,nizam is a small museum that will take you no more than 3540 minutes to go through thoroughly . the only thing that truly stands out to me is the long wardrobe as it is said the king would never wear the same clothes twice .,0.1779,4,3.87
48,Hyderabad_Hyderabad_District_Telangana,Lotus_Pond,a beautiful lake is preserved at its natural best; with walk way around it . the undulating track makes for a grueling work-out for early morning joggers .,0.891,5,3.93
49,Hyderabad_Hyderabad_District_Telangana,Sanjeeviah_Park,the park is located close to the Husainsagar lake . it is ideal for all age groups and has a good collection of flowers .,0.743,5,3.92
50,Hyderabad_Hyderabad_District_Telangana,Mallikarjun_Temple,temple is one of the 12 jyotirlingas of Lord Shiva from HIndu religion . spread on a huge area this architecturally beautiful temple must be visited and admired .,0.8591,5,4.77
51,Hyderabad_Hyderabad_District_Telangana,Next_Galleria_Mall,the mall is located in connection to panjagutta metro station . it is one of the nice place to watch the cinemas in different complexes . the Ambience was very beautiful and good .,0.8795,5,4.05
52,Hyderabad_Hyderabad_District_Telangana,Pochampalli,the famed pochampalli sarees come at an exorbitant rate . you hardly see people weaving there .,0.0,3,4.1
53,Hyderabad_Hyderabad_District_Telangana,Hyderabad_Botanical_Gardens,it used to be one of the best botonical gardens but now due to constuction this is being neglected . it is an awesome place where you can enjoy beautiful greenery with variety of plants that include variety of cactuses .,0.936,5,3.71
54,Hyderabad_Hyderabad_District_Telangana,Sri_Lakshmi_Narasimha_Swamy_Temple,the temple is one of the holy indian temples not so far away from hyderabad . the devotees who come here should not close their eyes before the main deity .,0.128,4,4.36
55,Hyderabad_Hyderabad_District_Telangana,Ratnalayam_Temple,"""Ratnalayam temple"" is a nearby sacred place of Lord Venkateshwara . for kids we have playing resources, water fountain, peaceful temple interior .",0.6124,5,4.65
56,Hyderabad_Hyderabad_District_Telangana,IKEA,"ikea is a great place to check innovative ideas on home improvement and placement of home items . food is average , costly & lacks variety .",0.8625,5,4.0
57,Hyderabad_Hyderabad_District_Telangana,Mount_Opera_Multi_Theme_Park_Resort,best place to spend summer holidays with family in opera water games are really cool and the water waves are too good . mount opera is one of the best all in one amusement park in Hyderabad along with resort inside .,0.9583,5,3.39
58,Hyderabad_Hyderabad_District_Telangana,Divya_Saketam,visit to divya saketham on sunday for the first time . a very big statue of Sri Ramanuja is going to be installed .,0.0,3,4.7
59,Hyderabad_Hyderabad_District_Telangana,Osmania_University,"famous across india for its 100+ years of history . famous as largest university system in south india offering engineering,law,management,arts,science .",0.0,3,4.16
60,Hyderabad_Hyderabad_District_Telangana,Sarath_City_Capital_Mall,Sarath city mall is the best none of the malls have this kind of facilities . my experience was great but i couldn’t see more of that mall thank you .,0.8126,5,4.18
61,Hyderabad_Hyderabad_District_Telangana,Leo_Splash,"the pool is big and it was fun as not many people were there . if i get time, i will visit again with my family to this perfect atmosphere .",0.826,5,4.08
62,Hyderabad_Hyderabad_District_Telangana,Secunderabad_Clock_Tower,"Clock tower is one of the important sightseeing place in Hyderabad . it's in Secunderabad near paradise junction, surrounded by a garden .",0.7184,5,3.8
63,Hyderabad_Hyderabad_District_Telangana,Gandipet_Lake,"entry into the near-by park is nominal, this makes it a nice option for a day-out with family .",0.4215,4,3.85
64,Hyderabad_Hyderabad_District_Telangana,Sanjeevaiah_Park,a city filled with vehicles this is the place to be visited once a while to sit in nature's lap and enjoy its beauty . the park is huge and good for a relaxed long walk .,0.9371,5,3.95
65,Hyderabad_Hyderabad_District_Telangana,Hyderabad_Central_Mall,i tried & searched many brands but was not at all satisfied with anyone . central mall is good looking .best place to go shopping for clothes . but wherever you go you have to call for people for help .,0.9043,5,3.72
66,Hyderabad_Hyderabad_District_Telangana,Indira_Park,"children park is mostly used by adults . it's a huge park, disappointing factor is, totally unclean .",-0.2263,3,3.75
67,Hyderabad_Hyderabad_District_Telangana,Himayat_Sagar_Lake,there's a small play area for kids and it a long drive destination . one can take good photographs of the lake or can walk down to the dam itself.,0.6486,5,3.76
68,Hyderabad_Hyderabad_District_Telangana,L_T_Metro_Rail,the cost seems to be a bit higher when compared with other metros . but the staff are really helpful who are helping out at every stage in each station for the convenience of the public .,0.7869,5,4.5
69,Hyderabad_Hyderabad_District_Telangana,St_Josephs_Cathedral,a century old church in hyderabad is one of the oldest in india . the architecture depicts old roman catholic one . it is completely untouched tourist destination .,0.0,3,4.44
70,Hyderabad_Hyderabad_District_Telangana,City_Centre_Mall,"this mall is located on the road no.01,Banjara Hills just Opposite to the Barbeque Nation restaurant . the mall used to be my favorite for quick shopping until a few years ago, but has now detiorated badly .",-0.4854,2,3.62
71,Hyderabad_Hyderabad_District_Telangana,Manjeera_Trinity_Mall,"the price is more reasonable than forum and the parking is more accessible as it is less crowded than forum . shopping options are rather limited compared to forum, In-Orbit as quite a few shops have closed down for some reason .",-0.2263,3,3.82
72,Hyderabad_Hyderabad_District_Telangana,Srinidhi_Joy_N_Joy_Resorts,i visited Srinidhi joy n joy resorts with my family in outskirts of hyderabad . it is full of greenery and has variety of water games to try your hands on .,0.8225,5,4.33
73,Hyderabad_Hyderabad_District_Telangana,G_M_C_Balayogi_Athletic_Stadium,the athletics stadium has its own parking and a practice/warm up ground outside . this place serves as end place for Airtel marathon when we start from peoples plaza .,0.0,3,4.19
74,Hyderabad_Hyderabad_District_Telangana,Gandi_Maisamma_Temple,the temple is big with a giant (about 20 feet ht) idole and the Gopuram is also huge and different from all south Indian temples . the huge snake mound in the center of the inner side of the temple .,0.5574,5,4.07
75,Hyderabad_Hyderabad_District_Telangana,D_G_S_Melkote_Park,"a good place to visit with kids, well maintained by guards . opens in evening by 3pm with Rs5 entry tickets .",0.6124,5,4.38
76,Hyderabad_Hyderabad_District_Telangana,Pala_Pitta_Cycling_Park,Pala Pitta cycling park is situated in the Kothaguda reserve forest in Hyderabad . the park opens at 6 am and it is best to go early in the morning when it is cooler .,0.6369,5,4.67
77,Hyderabad_Hyderabad_District_Telangana,Public_Gardens_Bagh_e_aam,"Located just in the heart of the city,next to State assembly, this place was very famous for greenery which is now missing due to location where noise and pollution are extreme .",-0.296,2,3.87
78,Hyderabad_Hyderabad_District_Telangana,Laser_Shooter,"the time flew by really fast, though I don't know whether it was less time or more enjoyment.",0.5984,5,4.77
0,Jaipur_Jaipur_District_Rajasthan,Amber_Palace-Amer,"the traffic during peak season makes it difficult to get some good pictures on the fort . inside Amber fort, you can feel the essence of Rajasthani tradition by riding over big elephants .",0.1027,4,4.81
1,Jaipur_Jaipur_District_Rajasthan,Jantar_Mantar_Jaipur,"cnn's john defterios visited the astronomical observatory in jaipur, india . he visited the world's largest stone sundial and the 'calculating machine' the observatory was completed in 1734 and is a UNE",0.0,3,4.51
2,Jaipur_Jaipur_District_Rajasthan,Hawa_Mahal_Palace_of_Wind,hawa mahal is not just a wall of jharokhas but more than that . entry ticket is rs 50 for Indian adult...you can go to various towers but the stairs are very narrow .,0.0,3,4.3
3,Jaipur_Jaipur_District_Rajasthan,City_Palace_of_Jaipur,"the city palace is a beautiful palace worth paying the little extra, take a guide and visit the inside portions of the palace . the main palace is closed to regular visitors but you can see some photos of the family .",0.4404,4,4.13
4,Jaipur_Jaipur_District_Rajasthan,Sheesh_Mahal_Hall_of_Mirrors-Amer,sheesh mahal is one of the most beautiful rooms in the palace and a great photo opportunity . the work done by the workers in the past is really amazing . if someone focus light on this place it become illuminated and looks beautiful .,0.9656,5,4.71
5,Jaipur_Jaipur_District_Rajasthan,Birla_Mandir_Temple,"a giant temple for several godess, hundred of tourists with typical clothes from india and inside a lot of paintings and glass decoration . Located in centre of city, beautiful temple having some great artistic impression all around .",0.872,5,4.46
6,Jaipur_Jaipur_District_Rajasthan,EleSafari-Amer,i am glad to hear that you enjoyed your time at our park as your satisfaction is our main priority . the staff are also very kind and helpful .,0.9428,5,5.0
7,Jaipur_Jaipur_District_Rajasthan,Elefriend-Amer,we have been amazing time at elefriend with the team and elephant shabbo at the village we are so thankful for the team we will highly recommend to everyone we sure wants to visit again .,0.9278,5,5.0
8,Jaipur_Jaipur_District_Rajasthan,Nahargarh_Fort,"Nahargarh fort is a good experience to visit, there only you can see the wall and some temples and doors  historical, rest of the items they only build and just to make money from tourists like wax museum sheesh mahal .",0.6597,5,4.2
9,Jaipur_Jaipur_District_Rajasthan,Elefun-Amer,we are so thank full for you to make us more better with one of your excellent review of your time with us .,0.8788,5,5.0
10,Jaipur_Jaipur_District_Rajasthan,EleJungle-Amer,i have passed on your generous appreciation to all my staff & family members . it has been a great source of encouragement to continue in their efforts to exceed guest expectations .,0.926,5,4.97
11,Jaipur_Jaipur_District_Rajasthan,Mukesh_Art_Gallery,beautiful gallery that's treat to the eyes all 5 floor flooded with paintings n art pieces that are rare master pieces . owner and staff are excellent and showed us so many varieties of paintings for our house .,0.8834,5,5.0
12,Jaipur_Jaipur_District_Rajasthan,Albert_Hall_Museum,the oldest museum of jaipur is a must-visit place in the city . the museum boasts of a sprinkling of antiques from around the world .,0.0,3,4.22
13,Jaipur_Jaipur_District_Rajasthan,Jaigarh_Fort,jaigarh fort was built in 1726 AD by Sawan Jai Singh II and sits at several hundred feet above the sea level . it was built to restrain any attacking army from reaching its ramparts .,-0.296,2,4.31
14,Jaipur_Jaipur_District_Rajasthan,Rajasthan_Small_Scale_Cottage_Industry-Amer,shop has a vast collection of so many items under one roof . we went to many places in the country but never have we seen a shop so big .,0.0,3,4.38
15,Jaipur_Jaipur_District_Rajasthan,Anokhi_Museum_of_Hand_Printing,a museum in the area near the Amber Fort offers a hands-on chance to try block printing . the museum is a local company that employs hundreds of workers in the production of fabrics printed by this traditional technique .,-0.2263,3,4.61
16,Jaipur_Jaipur_District_Rajasthan,Jal_Mahal,Located in between jaipur to amber front you can get down and take a glimpse of the Jal Mahal .,0.0,3,3.76
17,Jaipur_Jaipur_District_Rajasthan,Monkey_Temple,"the monkey temple is built into the abode of a mountain in jaipur, india . it is home to hundreds of monkeys, some of whom are known as 'indian jones' .",0.0,3,3.95
18,Jaipur_Jaipur_District_Rajasthan,Govind_Devji_Temple,i have visited several temples across india but this one is really close to heart . the temples are so beautiful & magnificent and see how people truly believe in god .,0.9692,5,4.66
19,Jaipur_Jaipur_District_Rajasthan,Eleday-Amer,our elephants are fit and in very good condition There are some rescued elephants . don't mind you are a good example of a person who just wants to enjoy everything . we called your parents one day before and explained all situations .,0.9311,5,4.75
20,Jaipur_Jaipur_District_Rajasthan,Panna_Meena_ka_Kund,the temple is 400 years old anther stowell . it is very beautiful but no one is allowed to step in .,-0.1529,3,4.24
21,Jaipur_Jaipur_District_Rajasthan,Dera_Amer_Wilderness_Camp-Amer,"our elephants namely Laxmi,Rangmala and Anarkali have the most peaceful existence at our camp . the photographs are posted on our website for any guest to recognise them .",0.5413,5,4.69
22,Jaipur_Jaipur_District_Rajasthan,Moti_Dungari_Temple,the main ganesh ji temple of jaipur is very old and very famous . the temple is quite famous & is a must visit during your trip to Jaipur .,0.0,3,4.65
23,Jaipur_Jaipur_District_Rajasthan,Akshardham_Temple,i always love to visit this place in evening when ever i get time . well maintained park and clean temple .,0.8402,5,4.53
24,Jaipur_Jaipur_District_Rajasthan,Ele_Experience_Farm,the elephants are rescued from the hardships of a circus amer fort sawari is etc the team of Ali experience farm to take a lot of care of these elephants and infect are doing a kind of social work which is very appreciated we allow the experience and,0.8947,5,5.0
25,Jaipur_Jaipur_District_Rajasthan,World_Trade_Park,world trade park is a modern shopping mall with lots of shops and restaurants . the food court is in demand and the escalators were not working . it's a good place to hangout with friends or family and try things .,0.05,3,4.3
26,Jaipur_Jaipur_District_Rajasthan,Rusirani_Village,"most of the money is for a great cause: for the solar panels that they are installing and for the family of a young girl of the village, so she can go to school . make sure you contact them early since its not a tourist spot .",0.7506,5,4.93
27,Jaipur_Jaipur_District_Rajasthan,Royal_Gaitor_Tumbas,not many tourists go which is a shame but equally what makes this place worth the visit as it’s so peaceful and not at all crowded . the founder of jaipur is buried here and the marble carvings are gorgeous .,0.9256,5,4.33
28,Jaipur_Jaipur_District_Rajasthan,Patrika_Gate,Patrika gate is one of the most beautiful locations of jaipur . it is a big gate with beautiful architecture and this location is for all kind of age group pepole to enjoy a good evening .,0.9381,5,4.75
29,Jaipur_Jaipur_District_Rajasthan,Jawahar_Kala_Kendra,"the india coffee house is a weekend gateway for family and friends . the cafe has a theater, an open theater, huge open space for fest and dedicated indoor space for photo and art galleries .",0.8126,5,4.46
30,Jaipur_Jaipur_District_Rajasthan,Gatore_Ki_Chhatriyan,"a must see location of jaipur, my tour guide surprised me with his favourite location at the end of the day . the city palace is a gem , very nice temples and well preserved garden, which is almost never the case in India.",0.7264,5,4.44
31,Jaipur_Jaipur_District_Rajasthan,Diwan_e_Khas_Hall_of_Private_Audience,the Diwan-e-Khas is located within the City Palace compound and this was the place where the King used to grant audiences to other people .,0.3612,4,4.27
32,Jaipur_Jaipur_District_Rajasthan,Khole_Ke_Hanuman_JI_Temple_Jaipur,one of my friends parents had their retirement function at the temple premise . kholay k hanuman ji temple is on a high hill .,0.4767,4,4.34
33,Jaipur_Jaipur_District_Rajasthan,Galtaji_Temple,"astronomical instruments choked in trees and undergrowth near a pile of cow dung . a much larger similar observatory site, . Jantar Mantar, down in Jaipur got all the restoration money .",-0.4767,2,3.76
34,Jaipur_Jaipur_District_Rajasthan,Jaipur_Wax_Museum,we ensure you that you will not find any museum better than Jaipur Wax Museum in the world .,0.6705,5,3.83
35,Jaipur_Jaipur_District_Rajasthan,Ganesh_Pol_Gateway,the entrance to the Amber fort is decorated with beautiful frescos and is one of the places people pause to have their photographs taken . a big bunch of garbage next to it was probably what the main reason why it's not an excellent place .,0.2268,4,4.42
36,Jaipur_Jaipur_District_Rajasthan,Central_Park,"a good garden must serve different functions- providing green patch to city or colony, track for walking or jogging, space for yoga and space for sitting leisurely even on a sunny day .",0.6908,5,4.33
37,Jaipur_Jaipur_District_Rajasthan,Gyan_Museum,the museum is located in the middle of Sitapura . it has some amazing art effect and a great place to go for learning .,0.836,5,4.92
38,Jaipur_Jaipur_District_Rajasthan,Jawahar_Circle_Garden,the Patrika Gate is the largest circular park in jaipur . the garden is clean and you can eat there as there are so many street food stalls are there .,0.4019,4,4.15
39,Jaipur_Jaipur_District_Rajasthan,Jewels_Lake_Palace_Jaipur,"i met many merchants in india trying to sell their products on false informations about it and even overcharging them . so, it worth to make a stop at that Palace of Jewels .",0.4549,4,4.91
40,Jaipur_Jaipur_District_Rajasthan,My_Elephant_Trip-Amer,the village is big there some more people's or if they do chairs on thim or you watch so these elephant s Not belong to us . so plz don't journalise you are very good and nice person box you did this thing to help the elephant,0.8657,5,4.52
41,Jaipur_Jaipur_District_Rajasthan,Shila_Devi_Temple,temple is located inside the amber fort and dedicated to Kul Devi of Jaipur royal dynasty .,0.4588,4,4.47
42,Jaipur_Jaipur_District_Rajasthan,Jaivana,jaivana is believed to be the biggest cannon in the world . it was only tested and not used in its time . you won't need more than 45 minutes to see the entire fort .,0.0,3,4.3
43,Jaipur_Jaipur_District_Rajasthan,B_M_Birla_Auditorium,BM Birla Auditorium is one of the finest auditoriums i have ever visited . centrally located with ample parking space for the vehicles to be parked . seats are excellent with comfortable chairs .,0.7906,5,4.29
44,Jaipur_Jaipur_District_Rajasthan,Jagat_Shiromani_Ji_Temple,this is a very beautiful temple architecture is marvellous located at the foothills of amer fort . entry is free just pay 30rupees to the keeper as donation he will issue u a receipt .,0.796,5,4.32
45,Jaipur_Jaipur_District_Rajasthan,Maharaja_Sawai_Man_Singh_II_Museum,"a lovely walk through the museum as part of the palace compound . there are some lovely artefacts on display as well as some interesting story boards . also adjacent to the museum is a ""garage"" which displays several vintage carriages .",0.9081,5,4.06
46,Jaipur_Jaipur_District_Rajasthan,The_Vedic_Astrology_Experience,if it is sunny you can tell the time with the sun dials and check against your watch (adjusting for the local time difference caused by Indian Standard Time) .,0.4215,4,4.59
47,Jaipur_Jaipur_District_Rajasthan,Sisodia_Rani_Palace_and_Garden,"sisodia rani garden is a way of the between Transport Nagar and Ghat ke Balaji . it is known as lavishly party and celebrating, they are huge parking area, these garden the Vintage Palace are there .",0.8271,5,4.02
48,Jaipur_Jaipur_District_Rajasthan,Elephant_Fun_Park,we enjoyed our day with our elephant shanti she is 35 year old she is amazing and friendly with us . we value your patronage and look forward to welcoming you back to the Elephant adventure fun park soon again .,0.9648,5,5.0
49,Jaipur_Jaipur_District_Rajasthan,Kerala_Ayurveda_Kendra,the Shirodhara was new to me but an incredible experience . every staff member went above and beyond to make my experiences there healing and special .,0.5499,5,4.98
50,Jaipur_Jaipur_District_Rajasthan,EleJaipur,there are over 130 elephants here in nice homeblocks and offcourse a very friendly staff . it was like a dream for me to take a ride on elephant .,0.8687,5,4.75
51,Jaipur_Jaipur_District_Rajasthan,Elephant_Activity_Planner,i have really enjoyed taking a little round with elephants that are amazing . people that run the place are nice and very welcoming. they really make you feel like one of the family .,0.9421,5,4.9
52,Jaipur_Jaipur_District_Rajasthan,Man_Sagar_Lake,"the lake itself is not in good shape, with cleanliness (rather, the lack of it) being a major issue . i had come down to this place for a photo of the jal mahal and found the lake also very peaceful and scenic .",-0.0549,3,3.66
53,Jaipur_Jaipur_District_Rajasthan,Ram_Niwas_Garden,the park is located in the heart of the city and is full of greenery all around . it is open until around 8 in the evening and illuminated by lamp posts .,0.0,3,4.12
54,Jaipur_Jaipur_District_Rajasthan,Diwan_e_Aam_Hall_of_Public_Audience,this hall was used to conduct public meetings . life sized paintings of rulers are displayed here .,0.0,3,4.07
55,Jaipur_Jaipur_District_Rajasthan,Chandra_Mahal,one of my favourite places is a gate (one of four at Pritam Chowk inside the City Palace) which is exquisitely decorated with several peacocks .,0.0,3,4.04
56,Jaipur_Jaipur_District_Rajasthan,Jaipur_Blue_Pottery_Art_Centre,a must visit to experience the real blue pottery which Jaipur is famous for . i got to know about the history and an experience of creating a jewellery on my own .,0.296,4,4.98
57,Jaipur_Jaipur_District_Rajasthan,Rajputana_Cabs,the driver lost his way on the way to Jodhpur . Dashrath said he'd provide us the drop the next day but he didn't . instead he asked us to get a taxi from the hotel and reimbursing,-0.296,2,4.62
58,Jaipur_Jaipur_District_Rajasthan,Dream_Cab_Jaipur,driver Nareshji helped us cover each of the places . he also took us to Ranthambore for two days .,0.0,3,5.0
0,Kolkata_Calcutta_Kolkata_District_West_Bengal,Victoria_Memorial_Hall,"the Victoria memorial hall is located in Kolkata, a city known for producing legendary artists . the hall is known for its majestic British architecture and beauty that attracts thousands of people from all over the world .",0.7579,5,4.56
1,Kolkata_Calcutta_Kolkata_District_West_Bengal,Dakshineswar_Kali_Temple,"dakshineshwari temple closes at 7.00pm due to covid . not much offerings are allowed but who ever brings prasad offering . temple opens at 6am, very spacious and organized .",0.0,3,4.61
